concept,concept_type,name,name_short,name_catalog,unit,description,tags,domain,source_url,indicator_url
sjukv_avf_farl,measure,Sjukvårdsavfall och biologiskt avfall (Farligt avfall (ton)),Sjukvårdsavfall och biologiskt avfall,Sjukvårdsavfall och biologiskt avfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
sjukv_avf_icke_farl,measure,Sjukvårdsavfall och biologiskt avfall (Icke-farligt avfall (ton)),Sjukvårdsavfall och biologiskt avfall,Sjukvårdsavfall och biologiskt avfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
met_avf_farl,measure,Metallavfall: ferromagnetiskt (Farligt avfall (ton)),Metallavfall: ferromagnetiskt,Metallavfall: ferromagnetiskt,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
met_avf_icke_farl,measure,Metallavfall: ferromagnetiskt (Icke-farligt avfall (ton)),Metallavfall: ferromagnetiskt,Metallavfall: ferromagnetiskt,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
met_icke_fer_farl,measure,Metallavfall: icke ferromagnetiskt (Farligt avfall (ton)),Metallavfall: icke ferromagnetiskt,Metallavfall: icke ferromagnetiskt,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
met_icke_fer_icke_farl,measure,Metallavfall: icke ferromagnetiskt (Icke-farligt avfall (ton)),Metallavfall: icke ferromagnetiskt,Metallavfall: icke ferromagnetiskt,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
bland_met_farl,measure,Blandade metaller (Farligt avfall (ton)),Blandade metaller,Blandade metaller,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
bland_met_icke_farl,measure,Blandade metaller (Icke-farligt avfall (ton)),Blandade metaller,Blandade metaller,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
glas_farl,measure,Glasavfall (Farligt avfall (ton)),Glasavfall,Glasavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
glas_icke_farl,measure,Glasavfall (Icke-farligt avfall (ton)),Glasavfall,Glasavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
papp_farl,measure,Pappers- och pappavfall (Farligt avfall (ton)),Pappers- och pappavfall,Pappers- och pappavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
papp_icke_farl,measure,Pappers- och pappavfall (Icke-farligt avfall (ton)),Pappers- och pappavfall,Pappers- och pappavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
gummi_farl,measure,Gummiavfall (Farligt avfall (ton)),Gummiavfall,Gummiavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
gummi_icke_farl,measure,Gummiavfall (Icke-farligt avfall (ton)),Gummiavfall,Gummiavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
plast_farl,measure,Plastavfall (Farligt avfall (ton)),Plastavfall,Plastavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
plast_icke_farl,measure,Plastavfall (Icke-farligt avfall (ton)),Plastavfall,Plastavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
tra_farl,measure,Träavfall (Farligt avfall (ton)),Träavfall,Träavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
tra_icke_farl,measure,Träavfall (Icke-farligt avfall (ton)),Träavfall,Träavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
textil_farl,measure,Textilavfall (Farligt avfall (ton)),Textilavfall,Textilavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
textil_icke_farl,measure,Textilavfall (Icke-farligt avfall (ton)),Textilavfall,Textilavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
pcb_farl,measure,Avfall innehållande PCB (Farligt avfall (ton)),Avfall innehållande PCB,Avfall innehållande PCB,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
pbc_icke_farl,measure,Avfall innehållande PCB (Icke-farligt avfall (ton)),Avfall innehållande PCB,Avfall innehållande PCB,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
kass_farl,measure,Kasserad utrustning (exkl. kasserade fordon: batterier och ackumulatorer) (Farligt avfall (ton)),Kasserad utrustning (exkl. kasserade fordon: batterier och ackumulatorer),Kasserad utrustning (exkl. kasserade fordon: batterier och ackumulatorer),ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
kass_icke_farl,measure,Kasserad utrustning (exkl. kasserade fordon: batterier och ackumulatorer) (Icke-farligt avfall (ton)),Kasserad utrustning (exkl. kasserade fordon: batterier och ackumulatorer),Kasserad utrustning (exkl. kasserade fordon: batterier och ackumulatorer),ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
fordon_farl,measure,Uttjänta fordon (Farligt avfall (ton)),Uttjänta fordon,Uttjänta fordon,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
fordon_icke_farl,measure,Uttjänta fordon (Icke-farligt avfall (ton)),Uttjänta fordon,Uttjänta fordon,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
batt_farl,measure,Batterier och ackumulatorer (Farligt avfall (ton)),Batterier och ackumulatorer,Batterier och ackumulatorer,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
batt_icke_farl,measure,Batterier och ackumulatorer (Icke-farligt avfall (ton)),Batterier och ackumulatorer,Batterier och ackumulatorer,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
anim_farl,measure,Animaliskt avfall och blandat matavfall (Farligt avfall (ton)),Animaliskt avfall och blandat matavfall,Animaliskt avfall och blandat matavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
anim_icke_farl,measure,Animaliskt avfall och blandat matavfall (Icke-farligt avfall (ton)),Animaliskt avfall och blandat matavfall,Animaliskt avfall och blandat matavfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
vege_farl,measure,Vegetabiliskt avfall (Farligt avfall (ton)),Vegetabiliskt avfall,Vegetabiliskt avfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
vege_icke_farl,measure,Vegetabiliskt avfall (Icke-farligt avfall (ton)),Vegetabiliskt avfall,Vegetabiliskt avfall,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
godsel_farl,measure,Animalisk faeces: animalisk urin och gödsel (Farligt avfall (ton)),Animalisk faeces: animalisk urin och gödsel,Animalisk faeces: animalisk urin och gödsel,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
godsel_icke_farl,measure,Animalisk faeces: animalisk urin och gödsel (Icke-farligt avfall (ton)),Animalisk faeces: animalisk urin och gödsel,Animalisk faeces: animalisk urin och gödsel,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
hushall_farl,measure,Hushållsavfall och liknande avfall (Farligt avfall (ton)),Hushållsavfall och liknande avfall,Hushållsavfall och liknande avfall,ton,Blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
hushall_icke_farl,measure,Hushållsavfall och liknande avfall (Icke-farligt avfall (ton)),Hushållsavfall och liknande avfall,Hushållsavfall och liknande avfall,ton,Blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
bland_farl,measure,Blandade och ej differentierade material (Farligt avfall (ton)),Blandade och ej differentierade material,Blandade och ej differentierade material,ton,Blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
bland_icke_farl,measure,Blandade och ej differentierade material (Icke-farligt avfall (ton)),Blandade och ej differentierade material,Blandade och ej differentierade material,ton,Blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
sort_farl,measure,Sorteringsrester (Farligt avfall (ton)),Sorteringsrester,Sorteringsrester,ton,Blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
sort_icke_farl,measure,Sorteringsrester (Icke-farligt avfall (ton)),Sorteringsrester,Sorteringsrester,ton,Blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
vanlig_farl,measure,Vanligt slam (torrvikt) (Farligt avfall (ton)),Vanligt slam (torrvikt),Vanligt slam (torrvikt),ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
vanlig_icke_farl,measure,Vanligt slam (torrvikt) (Icke-farligt avfall (ton)),Vanligt slam (torrvikt),Vanligt slam (torrvikt),ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
min_farl,measure,Mineralavfall från bygg och rivning (Farligt avfall (ton)),Mineralavfall från bygg och rivning,Mineralavfall från bygg och rivning,ton,Blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
min_icke_farl,measure,Mineralavfall från bygg och rivning (Icke-farligt avfall (ton)),Mineralavfall från bygg och rivning,Mineralavfall från bygg och rivning,ton,Blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
annat_farl,measure,Annat mineralavfall (Farligt avfall (ton)),Annat mineralavfall,Annat mineralavfall,ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
annat_icke_farl,measure,Annat mineralavfall (Icke-farligt avfall (ton)),Annat mineralavfall,Annat mineralavfall,ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
forbrann_farl,measure,Avfall från förbränning (Farligt avfall (ton)),Avfall från förbränning,Avfall från förbränning,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
forbrann_icke_farl,measure,Avfall från förbränning (Icke-farligt avfall (ton)),Avfall från förbränning,Avfall från förbränning,ton,Icke-blandat avfall & Icke-gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
jord_farl,measure,Jord (Farligt avfall (ton)),Jord,Jord,ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
jord_icke_farl,measure,Jord (Icke-farligt avfall (ton)),Jord,Jord,ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
mudder_farl,measure,Muddermassor (torrvikt) (Farligt avfall (ton)),Muddermassor (torrvikt),Muddermassor (torrvikt),ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
mudder_icke_farl,measure,Muddermassor (torrvikt) (Icke-farligt avfall (ton)),Muddermassor (torrvikt),Muddermassor (torrvikt),ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
min_avf_farl,measure,Mineralavfall från avfallshantering (Farligt avfall (ton)),Mineralavfall från avfallshantering,Mineralavfall från avfallshantering,ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
min_avf_icke_farl,measure,Mineralavfall från avfallshantering (Icke-farligt avfall (ton)),Mineralavfall från avfallshantering,Mineralavfall från avfallshantering,ton,Icke-blandat avfall & Gruvavfall.  Källa: Naturvårdsverket,ej_farligt,,https://www.naturvardsverket.se/,https://www.naturvardsverket.se/
agg_kold,measure,Koldioxidskatt (Aggregerad),Koldioxidskatt,Koldioxidskatt (Aggregerad),,Indikatorn utsläpp per skattekrona mäter hur stora utsläppen av koldioxid är per inbetalad skattekrona av koldioxidskatt: per bransch. Intensiteten speglar hur skattetrycket ser ut olika branscher. Om exempelvis koldioxidutsläppen är stora och skatteinbetalningarna för en viss bransch är små blir intensiteten hög. Om däremot skatteinbetalningarna är relativt höga blir intensiteten låg.   Källa: SCB,eko_styr,,https://www.scb.se/,https://www.scb.se/
agg_utslapp_kold,measure,Utsläpp av koldioxid (Aggregerad),Utsläpp av koldioxid,Utsläpp av koldioxid (Aggregerad),,Indikatorn utsläpp per skattekrona mäter hur stora utsläppen av koldioxid är per inbetalad skattekrona av koldioxidskatt: per bransch. Intensiteten speglar hur skattetrycket ser ut olika branscher. Om exempelvis koldioxidutsläppen är stora och skatteinbetalningarna för en viss bransch är små blir intensiteten hög. Om däremot skatteinbetalningarna är relativt höga blir intensiteten låg.   Källa: SCB,eko_styr,,https://www.scb.se/,https://www.scb.se/
agg_utsl_per,measure,Utsläpp per skattekrona (Aggregerad),Utsläpp per skattekrona,Utsläpp per skattekrona (Aggregerad),,Indikatorn utsläpp per skattekrona mäter hur stora utsläppen av koldioxid är per inbetalad skattekrona av koldioxidskatt: per bransch. Intensiteten speglar hur skattetrycket ser ut olika branscher. Om exempelvis koldioxidutsläppen är stora och skatteinbetalningarna för en viss bransch är små blir intensiteten hög. Om däremot skatteinbetalningarna är relativt höga blir intensiteten låg.   Källa: SCB,eko_styr,,https://www.scb.se/,https://www.scb.se/
and_forb_inv,measure,Förebyggande investeringar (procent),Förebyggande investeringar,Andel förebyggande investeringar,procent,Variabeln avser andel investeringar som syftar till att förebygga föroreningar eller annan försämring av den yttre miljön från företagets verksamhet av totala investeringar för miljöskydd.   Källa: SCB,invest,,https://www.scb.se/,https://www.scb.se/
and_milj_ex,measure,Miljö examen av total examen  (andel),Miljö examen av total examen,Andel med miljö examen av total examen ,andel,Statistiken utgår ifrån individernas SUN-koder (svensk utbildningsnomenklatur): vilket används för klassificering av utbildning och  Statistiken utgår ifrån två nivåer: Nivå 1: Utbildningar av sådan karaktär att det direkt kan relateras till miljö-vetenskap/vård/skydd/teknik och Nivå 2: Utbildningar av sådan karaktär att de indirekt eller direkt kan relateras till Natur: Biologi: Energi och Avfall.  Källa: SCB,kompetens,,https://www.scb.se/,https://www.scb.se/
and_milj_tot,measure,Miljöexamen av total (andel),Miljöexamen av total,Andel miljöexamen av total,andel,Statistiken utgår ifrån individernas SUN-koder (svensk utbildningsnomenklatur): vilket används för klassificering av utbildning och  Statistiken utgår ifrån två nivåer: Nivå 1: Utbildningar av sådan karaktär att det direkt kan relateras till miljö-vetenskap/vård/skydd/teknik och Nivå 2: Utbildningar av sådan karaktär att de indirekt eller direkt kan relateras till Natur: Biologi: Energi och Avfall.  Källa: SCB,kompetens,,https://www.scb.se/,https://www.scb.se/
ant_ans_kon,measure,Anställda berörda av konkurser (antal),Anställda berörda av konkurser,Antal anställda berörda av konkurser,antal,Konkursstatistiken visar hur många företag som har gått i konkurs och hur många anställda som har berörts av konkurser. Statistiken täcker endast företagskonkurser: det vill säga konkurs av ett bolag i någon form: inklusive enskilda näringsidkare.  Källa: Tillväxtanalys,ekonomi,,https://www.tillvaxtanalys.se/,https://www.tillvaxtanalys.se/
ant_for_tot,measure,Totalt (antal företag),Totalt,Antal företag - Totalt,antal,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.  Källa: SCB,ekonomi,,https://www.scb.se/,https://www.scb.se/
ant_forv_kvn_reg,measure,Förvärvsarbetande kvinnor (dagbefolkning (antal)),Förvärvsarbetande kvinnor,Antal förvärvsarbetande kvinnor,antal,Registerbaserad Arbetsmarknadsstatistik (RAMS): dagbefolkning med arbetsplats i regionen. RAMS beskriver sysselsättning i form av förvärvsarbete och ger en heltäckande bild av befolkningens: i åldrarna 16 till 74 år: anknytning till arbetsmarknaden. RAMS upphör iom 2019 och en ny datakälla: Befolkningens arbetsmarknadsstatus (BAS) tar vid.   Källa: SCB,ekonomi,,https://www.scb.se/,https://www.scb.se/
ant_forv_man_reg,measure,Förvärvsarbetande män (dagbefolkning (antal)),Förvärvsarbetande män,Antal förvärvsarbetande män,antal,Registerbaserad Arbetsmarknadsstatistik (RAMS): dagbefolkning med arbetsplats i regionen. RAMS beskriver sysselsättning i form av förvärvsarbete och ger en heltäckande bild av befolkningens: i åldrarna 16 till 74 år: anknytning till arbetsmarknaden. RAMS upphör iom 2019 och en ny datakälla: Befolkningens arbetsmarknadsstatus (BAS) tar vid.   Källa: SCB,ekonomi,,https://www.scb.se/,https://www.scb.se/
ant_forv_tot_reg,measure,Förvärvsarbetande totalt (dagbefolkning (antal)),Förvärvsarbetande totalt,Totalt antal förvärvsarbetande,antal,Registerbaserad Arbetsmarknadsstatistik (RAMS): dagbefolkning med arbetsplats i regionen. RAMS beskriver sysselsättning i form av förvärvsarbete och ger en heltäckande bild av befolkningens: i åldrarna 16 till 74 år: anknytning till arbetsmarknaden. RAMS upphör iom 2019 och en ny datakälla: Befolkningens arbetsmarknadsstatus (BAS) tar vid.   Källa: SCB,ekonomi,,https://www.scb.se/,https://www.scb.se/
ant_kon,measure,Konkurser (antal),Konkurser,Antal konkurser,antal,Konkursstatistiken visar hur många företag som har gått i konkurs och hur många anställda som har berörts av konkurser. Statistiken täcker endast företagskonkurser: det vill säga konkurs av ett bolag i någon form: inklusive enskilda näringsidkare.  Källa: Tillväxtanalys,ekonomi,,https://www.tillvaxtanalys.se/,https://www.tillvaxtanalys.se/
ant_ny,measure,Nystartade företag (antal),Nystartade företag,Antal nystartade företag,antal,Statistiken visar tillkomsten av företag med genuint nystartad verksamhet. Statistiken ska inte innehålla företag som registrerats som nybildade på grund av ägarskiften: ändring av juridisk form eller annan ombildning av ett existerande företag. Undersökningen Nystartade företag är registerbaserad och utgår från uppgifter i SCB:s företagsregister. Framställningen följer den metod som används i den EU-reglerade undersökningen Business Demography.  Källa: Tillväxtanalys,ekonomi,,https://www.tillvaxtanalys.se/,https://www.tillvaxtanalys.se/
ant_syss_miljo,measure,Sysselsatta med miljörelaterad utbildning (antal),Sysselsatta med miljörelaterad utbildning,Antal sysselsatta med miljörelaterad utbildning,antal,Statistiken utgår ifrån individernas SUN-koder (svensk utbildningsnomenklatur): vilket används för klassificering av utbildning och  Statistiken utgår ifrån två nivåer: Nivå 1: Utbildningar av sådan karaktär att det direkt kan relateras till miljö-vetenskap/vård/skydd/teknik och Nivå 2: Utbildningar av sådan karaktär att de indirekt eller direkt kan relateras till Natur: Biologi: Energi och Avfall.   Källa: SCB,kompetens,,https://www.scb.se/,https://www.scb.se/
arb_tim,measure,Arbetade timmar (faktiska timmar i 1 000 000-tal),Arbetade timmar,Arbetade timmar,faktiska timmar i 1 000 000-tal,Arbetskraftsinsatsen inkluderar medelantal sysselsatta och arbetade faktiska timmar för personer i åldern 15–89 år.  Nationalräkenskaperna följer EU:s regelverk European System of National Accounts 2010 (ESA 2010). Begrepp för sysselsatta och arbetade timmar definieras också i ESA.  Källa: SCB,ekonomi,,https://www.scb.se/,https://www.scb.se/
co_skatt,measure,CO2-Skatt (miljoner kronor),CO2-Skatt,CO2-Skatt,miljoner kronor,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.  Källa: SCB,transp,,https://www.scb.se/,https://www.scb.se/
export,measure,Export (miljoner kronor (löpande priser) antal),Export,Export,miljoner kronor (löpande priser) antal,Hämtas från nationalräkenskaperna utrikeshandel med varor samt utrikeshandel med tjänster knyts till arbetsställen inom miljösektorn.   Källa: SCB,miljo_sek,,https://www.scb.se/,https://www.scb.se/
fv,measure,FV (miljoner kronor (2015 års pris)),FV,FV (2015 års pris),miljoner kronor (2015 års pris),Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.  Källa: SCB,transp,,https://www.scb.se/,https://www.scb.se/
