sni_id,lan,year,netto_bio
marknadsproduktion_tjan,2,2015,273.430989
marknadsproduktion_tjan,2,2016,297.781092
marknadsproduktion_tjan,2,2017,320.912801
marknadsproduktion_tjan,2,2018,369.784741
marknadsproduktion_tjan,2,2019,400.828353
offentl_mynd,2,2008,
offentl_mynd,2,2009,
offentl_mynd,2,2010,
offentl_mynd,2,2011,
offentl_mynd,2,2012,
offentl_mynd,2,2013,
offentl_mynd,2,2014,
offentl_mynd,2,2015,
offentl_mynd,2,2016,
offentl_mynd,2,2017,
offentl_mynd,2,2018,
offentl_mynd,2,2019,
privat_kons,2,2008,
privat_kons,2,2009,
privat_kons,2,2010,
privat_kons,2,2011,
privat_kons,2,2012,
privat_kons,2,2013,
privat_kons,2,2014,
privat_kons,2,2015,
privat_kons,2,2016,
privat_kons,2,2017,
privat_kons,2,2018,
privat_kons,2,2019,
bransch_ospe,2,2008,
bransch_ospe,2,2009,
bransch_ospe,2,2010,
bransch_ospe,2,2011,
bransch_ospe,2,2012,
bransch_ospe,2,2013,
bransch_ospe,2,2014,
bransch_ospe,2,2015,
bransch_ospe,2,2016,
bransch_ospe,2,2017,
bransch_ospe,2,2018,
bransch_ospe,2,2019,
totalt_tota,3,2008,14214.918295
totalt_tota,3,2009,13042.002192
totalt_tota,3,2010,15158.15382
totalt_tota,3,2011,15629.935394
totalt_tota,3,2012,15447.183996
totalt_tota,3,2013,15333.176568
totalt_tota,3,2014,15179.978904
totalt_tota,3,2015,15811.909327
totalt_tota,3,2016,16235.552388
totalt_tota,3,2017,17279.901499
totalt_tota,3,2018,18296.311705
totalt_tota,3,2019,19103.404671
marknadsproduktion_varo,3,2008,14097.65038
marknadsproduktion_varo,3,2009,12926.25905
marknadsproduktion_varo,3,2010,15019.87777
marknadsproduktion_varo,3,2011,15475.79377
marknadsproduktion_varo,3,2012,15290.1385
marknadsproduktion_varo,3,2013,15173.48167
marknadsproduktion_varo,3,2014,15015.95939
marknadsproduktion_varo,3,2015,15632.54281
marknadsproduktion_varo,3,2016,16050.89498
marknadsproduktion_varo,3,2017,17086.16395
marknadsproduktion_varo,3,2018,18098.05966
marknadsproduktion_varo,3,2019,18915.88632
marknadsproduktion_tjan,3,2008,117.267915
marknadsproduktion_tjan,3,2009,115.743142
marknadsproduktion_tjan,3,2010,138.27605
marknadsproduktion_tjan,3,2011,154.141624
marknadsproduktion_tjan,3,2012,157.045496
marknadsproduktion_tjan,3,2013,159.694898
marknadsproduktion_tjan,3,2014,164.019514
marknadsproduktion_tjan,3,2015,179.366517
marknadsproduktion_tjan,3,2016,184.657408
marknadsproduktion_tjan,3,2017,193.737549
marknadsproduktion_tjan,3,2018,198.252045
marknadsproduktion_tjan,3,2019,187.518351
offentl_mynd,3,2008,
offentl_mynd,3,2009,
offentl_mynd,3,2010,
offentl_mynd,3,2011,
offentl_mynd,3,2012,
offentl_mynd,3,2013,
offentl_mynd,3,2014,
offentl_mynd,3,2015,
offentl_mynd,3,2016,
offentl_mynd,3,2017,
offentl_mynd,3,2018,
offentl_mynd,3,2019,
privat_kons,3,2008,
privat_kons,3,2009,
privat_kons,3,2010,
privat_kons,3,2011,
privat_kons,3,2012,
privat_kons,3,2013,
privat_kons,3,2014,
privat_kons,3,2015,
privat_kons,3,2016,
privat_kons,3,2017,
privat_kons,3,2018,
privat_kons,3,2019,
bransch_ospe,3,2008,
bransch_ospe,3,2009,
bransch_ospe,3,2010,
bransch_ospe,3,2011,
bransch_ospe,3,2012,
bransch_ospe,3,2013,
bransch_ospe,3,2014,
bransch_ospe,3,2015,
bransch_ospe,3,2016,
bransch_ospe,3,2017,
bransch_ospe,3,2018,
bransch_ospe,3,2019,
totalt_tota,4,2008,38736.066854
totalt_tota,4,2009,36314.130235
totalt_tota,4,2010,38464.450372
totalt_tota,4,2011,40930.491686
totalt_tota,4,2012,39797.238833
totalt_tota,4,2013,38768.491648
totalt_tota,4,2014,39316.310336
totalt_tota,4,2015,41410.767559
totalt_tota,4,2016,43285.004458
totalt_tota,4,2017,44938.406
totalt_tota,4,2018,46966.77105
totalt_tota,4,2019,48500.656197
marknadsproduktion_varo,4,2008,38437.33895
marknadsproduktion_varo,4,2009,36023.4027
marknadsproduktion_varo,4,2010,38139.03336
marknadsproduktion_varo,4,2011,40589.51907
marknadsproduktion_varo,4,2012,39449.56402
marknadsproduktion_varo,4,2013,38415.54567
marknadsproduktion_varo,4,2014,38950.82226
marknadsproduktion_varo,4,2015,40999.69198
marknadsproduktion_varo,4,2016,42834.40446
marknadsproduktion_varo,4,2017,44463.32851
marknadsproduktion_varo,4,2018,46471.25772
marknadsproduktion_varo,4,2019,47985.17324
marknadsproduktion_tjan,4,2008,298.727904
marknadsproduktion_tjan,4,2009,290.727535
marknadsproduktion_tjan,4,2010,325.417012
marknadsproduktion_tjan,4,2011,340.972616
marknadsproduktion_tjan,4,2012,347.674813
marknadsproduktion_tjan,4,2013,352.945978
marknadsproduktion_tjan,4,2014,365.488076
marknadsproduktion_tjan,4,2015,411.075579
marknadsproduktion_tjan,4,2016,450.599998
marknadsproduktion_tjan,4,2017,475.07749
marknadsproduktion_tjan,4,2018,495.51333
marknadsproduktion_tjan,4,2019,515.482957
offentl_mynd,4,2008,
offentl_mynd,4,2009,
offentl_mynd,4,2010,
offentl_mynd,4,2011,
offentl_mynd,4,2012,
offentl_mynd,4,2013,
offentl_mynd,4,2014,
offentl_mynd,4,2015,
offentl_mynd,4,2016,
offentl_mynd,4,2017,
offentl_mynd,4,2018,
offentl_mynd,4,2019,
privat_kons,4,2008,
privat_kons,4,2009,
privat_kons,4,2010,
privat_kons,4,2011,
privat_kons,4,2012,
privat_kons,4,2013,
privat_kons,4,2014,
privat_kons,4,2015,
privat_kons,4,2016,
privat_kons,4,2017,
privat_kons,4,2018,
privat_kons,4,2019,
bransch_ospe,4,2008,
bransch_ospe,4,2009,
bransch_ospe,4,2010,
bransch_ospe,4,2011,
bransch_ospe,4,2012,
bransch_ospe,4,2013,
bransch_ospe,4,2014,
bransch_ospe,4,2015,
bransch_ospe,4,2016,
bransch_ospe,4,2017,
bransch_ospe,4,2018,
bransch_ospe,4,2019,
totalt_tota,5,2008,36265.828489
totalt_tota,5,2009,31640.572552
totalt_tota,5,2010,36336.220308
totalt_tota,5,2011,38299.054726
totalt_tota,5,2012,37257.323083
totalt_tota,5,2013,35268.079499
totalt_tota,5,2014,37896.848622
totalt_tota,5,2015,41839.858774
totalt_tota,5,2016,43993.527122
totalt_tota,5,2017,47656.149626
totalt_tota,5,2018,48914.263439
totalt_tota,5,2019,50121.090395
marknadsproduktion_varo,5,2008,36092.43567
marknadsproduktion_varo,5,2009,31484.01865
marknadsproduktion_varo,5,2010,36170.57104
marknadsproduktion_varo,5,2011,38113.24921
marknadsproduktion_varo,5,2012,37071.15612
marknadsproduktion_varo,5,2013,35073.45666
marknadsproduktion_varo,5,2014,37687.50347
marknadsproduktion_varo,5,2015,41613.7171
marknadsproduktion_varo,5,2016,43743.42804
marknadsproduktion_varo,5,2017,47380.76006
marknadsproduktion_varo,5,2018,48615.14959
marknadsproduktion_varo,5,2019,49811.95867
marknadsproduktion_tjan,5,2008,173.392819
marknadsproduktion_tjan,5,2009,156.553902
marknadsproduktion_tjan,5,2010,165.649268
marknadsproduktion_tjan,5,2011,185.805516
marknadsproduktion_tjan,5,2012,186.166963
marknadsproduktion_tjan,5,2013,194.622839
marknadsproduktion_tjan,5,2014,209.345152
marknadsproduktion_tjan,5,2015,226.141674
marknadsproduktion_tjan,5,2016,250.099082
marknadsproduktion_tjan,5,2017,275.389566
marknadsproduktion_tjan,5,2018,299.113849
marknadsproduktion_tjan,5,2019,309.131725
offentl_mynd,5,2008,
offentl_mynd,5,2009,
offentl_mynd,5,2010,
offentl_mynd,5,2011,
offentl_mynd,5,2012,
offentl_mynd,5,2013,
offentl_mynd,5,2014,
offentl_mynd,5,2015,
offentl_mynd,5,2016,
offentl_mynd,5,2017,
offentl_mynd,5,2018,
offentl_mynd,5,2019,
privat_kons,5,2008,
privat_kons,5,2009,
privat_kons,5,2010,
privat_kons,5,2011,
privat_kons,5,2012,
privat_kons,5,2013,
privat_kons,5,2014,
privat_kons,5,2015,
privat_kons,5,2016,
privat_kons,5,2017,
privat_kons,5,2018,
privat_kons,5,2019,
bransch_ospe,5,2008,
bransch_ospe,5,2009,
bransch_ospe,5,2010,
bransch_ospe,5,2011,
bransch_ospe,5,2012,
bransch_ospe,5,2013,
bransch_ospe,5,2014,
bransch_ospe,5,2015,
bransch_ospe,5,2016,
bransch_ospe,5,2017,
bransch_ospe,5,2018,
bransch_ospe,5,2019,
totalt_tota,6,2008,21470.477242
totalt_tota,6,2009,18987.380358
totalt_tota,6,2010,21874.682868
totalt_tota,6,2011,22562.183144
totalt_tota,6,2012,18528.543869
totalt_tota,6,2013,16770.077533
totalt_tota,6,2014,17957.37468
totalt_tota,6,2015,18467.81283
totalt_tota,6,2016,18999.565191
totalt_tota,6,2017,20133.559116
totalt_tota,6,2018,21430.410884
totalt_tota,6,2019,22183.59915
marknadsproduktion_varo,6,2008,21377.03812
marknadsproduktion_varo,6,2009,18903.94601
marknadsproduktion_varo,6,2010,21787.66292
marknadsproduktion_varo,6,2011,22470.35855
marknadsproduktion_varo,6,2012,18435.22654
marknadsproduktion_varo,6,2013,16670.15033
marknadsproduktion_varo,6,2014,17851.18929
marknadsproduktion_varo,6,2015,18349.52369
marknadsproduktion_varo,6,2016,18873.5907
marknadsproduktion_varo,6,2017,20012.013
marknadsproduktion_varo,6,2018,21296.62082
marknadsproduktion_varo,6,2019,22045.55276
marknadsproduktion_tjan,6,2008,93.439122
marknadsproduktion_tjan,6,2009,83.434348
marknadsproduktion_tjan,6,2010,87.019948
marknadsproduktion_tjan,6,2011,91.824594
marknadsproduktion_tjan,6,2012,93.317329
marknadsproduktion_tjan,6,2013,99.927203
marknadsproduktion_tjan,6,2014,106.18539
marknadsproduktion_tjan,6,2015,118.28914
marknadsproduktion_tjan,6,2016,125.974491
marknadsproduktion_tjan,6,2017,121.546116
marknadsproduktion_tjan,6,2018,133.790064
marknadsproduktion_tjan,6,2019,138.04639
offentl_mynd,6,2008,
offentl_mynd,6,2009,
offentl_mynd,6,2010,
offentl_mynd,6,2011,
offentl_mynd,6,2012,
offentl_mynd,6,2013,
offentl_mynd,6,2014,
offentl_mynd,6,2015,
offentl_mynd,6,2016,
offentl_mynd,6,2017,
offentl_mynd,6,2018,
offentl_mynd,6,2019,
privat_kons,6,2008,
privat_kons,6,2009,
privat_kons,6,2010,
privat_kons,6,2011,
privat_kons,6,2012,
privat_kons,6,2013,
privat_kons,6,2014,
privat_kons,6,2015,
privat_kons,6,2016,
privat_kons,6,2017,
privat_kons,6,2018,
privat_kons,6,2019,
bransch_ospe,6,2008,
bransch_ospe,6,2009,
bransch_ospe,6,2010,
bransch_ospe,6,2011,
bransch_ospe,6,2012,
bransch_ospe,6,2013,
bransch_ospe,6,2014,
bransch_ospe,6,2015,
bransch_ospe,6,2016,
bransch_ospe,6,2017,
bransch_ospe,6,2018,
bransch_ospe,6,2019,
totalt_tota,7,2008,28489.247588
totalt_tota,7,2009,27440.544572
totalt_tota,7,2010,30379.024778
totalt_tota,7,2011,31298.993569
totalt_tota,7,2012,29928.284119
totalt_tota,7,2013,30471.87835
totalt_tota,7,2014,33411.060222
totalt_tota,7,2015,37531.835367
totalt_tota,7,2016,34433.981665
totalt_tota,7,2017,37295.865038
totalt_tota,7,2018,38827.872429
totalt_tota,7,2019,40449.541986
marknadsproduktion_varo,7,2008,28373.71992
marknadsproduktion_varo,7,2009,27327.71949
marknadsproduktion_varo,7,2010,30261.6631
marknadsproduktion_varo,7,2011,31181.47641
marknadsproduktion_varo,7,2012,29808.39977
marknadsproduktion_varo,7,2013,30348.59202
marknadsproduktion_varo,7,2014,33269.95386
marknadsproduktion_varo,7,2015,37383.43795
marknadsproduktion_varo,7,2016,34273.90306
marknadsproduktion_varo,7,2017,37129.32115
marknadsproduktion_varo,7,2018,38650.37994
marknadsproduktion_varo,7,2019,40276.5072
marknadsproduktion_tjan,7,2008,115.527668
marknadsproduktion_tjan,7,2009,112.825082
marknadsproduktion_tjan,7,2010,117.361678
marknadsproduktion_tjan,7,2011,117.517159
marknadsproduktion_tjan,7,2012,119.884349
marknadsproduktion_tjan,7,2013,123.28633
marknadsproduktion_tjan,7,2014,141.106362
marknadsproduktion_tjan,7,2015,148.397417
marknadsproduktion_tjan,7,2016,160.078605
marknadsproduktion_tjan,7,2017,166.543888
marknadsproduktion_tjan,7,2018,177.492489
marknadsproduktion_tjan,7,2019,173.034786
offentl_mynd,7,2008,
offentl_mynd,7,2009,
offentl_mynd,7,2010,
offentl_mynd,7,2011,
offentl_mynd,7,2012,
offentl_mynd,7,2013,
offentl_mynd,7,2014,
offentl_mynd,7,2015,
offentl_mynd,7,2016,
offentl_mynd,7,2017,
offentl_mynd,7,2018,
offentl_mynd,7,2019,
privat_kons,7,2008,
privat_kons,7,2009,
privat_kons,7,2010,
privat_kons,7,2011,
privat_kons,7,2012,
privat_kons,7,2013,
privat_kons,7,2014,
privat_kons,7,2015,
privat_kons,7,2016,
privat_kons,7,2017,
privat_kons,7,2018,
privat_kons,7,2019,
bransch_ospe,7,2008,
bransch_ospe,7,2009,
bransch_ospe,7,2010,
bransch_ospe,7,2011,
bransch_ospe,7,2012,
bransch_ospe,7,2013,
bransch_ospe,7,2014,
bransch_ospe,7,2015,
bransch_ospe,7,2016,
bransch_ospe,7,2017,
bransch_ospe,7,2018,
bransch_ospe,7,2019,
totalt_tota,8,2008,5097.008786
totalt_tota,8,2009,5029.510852
totalt_tota,8,2010,5353.921552
totalt_tota,8,2011,5600.788152
totalt_tota,8,2012,5522.369598
totalt_tota,8,2013,5840.602014
totalt_tota,8,2014,5912.875883
totalt_tota,8,2015,5780.67415
totalt_tota,8,2016,6317.164154
totalt_tota,8,2017,6815.394767
totalt_tota,8,2018,7100.282007
totalt_tota,8,2019,7267.176268
marknadsproduktion_varo,8,2008,4875.9805
marknadsproduktion_varo,8,2009,4812.89732
marknadsproduktion_varo,8,2010,5110.70546
marknadsproduktion_varo,8,2011,5335.79596
marknadsproduktion_varo,8,2012,5248.81048
marknadsproduktion_varo,8,2013,5572.33546
marknadsproduktion_varo,8,2014,5662.48208
marknadsproduktion_varo,8,2015,5525.21526
marknadsproduktion_varo,8,2016,6044.71832
marknadsproduktion_varo,8,2017,6540.86108
marknadsproduktion_varo,8,2018,6825.18713
marknadsproduktion_varo,8,2019,7018.4958
marknadsproduktion_tjan,8,2008,221.028286
marknadsproduktion_tjan,8,2009,216.613532
marknadsproduktion_tjan,8,2010,243.216092
marknadsproduktion_tjan,8,2011,264.992192
marknadsproduktion_tjan,8,2012,273.559118
marknadsproduktion_tjan,8,2013,268.266554
marknadsproduktion_tjan,8,2014,250.393803
marknadsproduktion_tjan,8,2015,255.45889
marknadsproduktion_tjan,8,2016,272.445834
marknadsproduktion_tjan,8,2017,274.533687
marknadsproduktion_tjan,8,2018,275.094877
marknadsproduktion_tjan,8,2019,248.680468
offentl_mynd,8,2008,
offentl_mynd,8,2009,
offentl_mynd,8,2010,
offentl_mynd,8,2011,
offentl_mynd,8,2012,
offentl_mynd,8,2013,
offentl_mynd,8,2014,
offentl_mynd,8,2015,
offentl_mynd,8,2016,
offentl_mynd,8,2017,
offentl_mynd,8,2018,
offentl_mynd,8,2019,
privat_kons,8,2008,
privat_kons,8,2009,
privat_kons,8,2010,
privat_kons,8,2011,
privat_kons,8,2012,
privat_kons,8,2013,
privat_kons,8,2014,
privat_kons,8,2015,
privat_kons,8,2016,
privat_kons,8,2017,
privat_kons,8,2018,
privat_kons,8,2019,
bransch_ospe,8,2008,
bransch_ospe,8,2009,
bransch_ospe,8,2010,
bransch_ospe,8,2011,
bransch_ospe,8,2012,
bransch_ospe,8,2013,
bransch_ospe,8,2014,
bransch_ospe,8,2015,
bransch_ospe,8,2016,
bransch_ospe,8,2017,
bransch_ospe,8,2018,
bransch_ospe,8,2019,
totalt_tota,9,2008,17556.572335
totalt_tota,9,2009,15917.328942
totalt_tota,9,2010,18288.822893
totalt_tota,9,2011,18465.626342
totalt_tota,9,2012,16465.635273
totalt_tota,9,2013,15860.713581
totalt_tota,9,2014,16514.836482
totalt_tota,9,2015,17046.825936
totalt_tota,9,2016,17143.242466
totalt_tota,9,2017,19475.488104
totalt_tota,9,2018,21357.119289
totalt_tota,9,2019,20697.445865
marknadsproduktion_varo,9,2008,17484.08764
marknadsproduktion_varo,9,2009,15849.99143
marknadsproduktion_varo,9,2010,18215.36947
marknadsproduktion_varo,9,2011,18383.66004
marknadsproduktion_varo,9,2012,16384.8732
marknadsproduktion_varo,9,2013,15778.91503
marknadsproduktion_varo,9,2014,16436.05673
marknadsproduktion_varo,9,2015,16954.99514
marknadsproduktion_varo,9,2016,17047.94728
marknadsproduktion_varo,9,2017,19372.08561
marknadsproduktion_varo,9,2018,21242.80243
marknadsproduktion_varo,9,2019,20582.59017
marknadsproduktion_tjan,9,2008,72.484695
marknadsproduktion_tjan,9,2009,67.337512
marknadsproduktion_tjan,9,2010,73.453423
marknadsproduktion_tjan,9,2011,81.966302
marknadsproduktion_tjan,9,2012,80.762073
marknadsproduktion_tjan,9,2013,81.798551
marknadsproduktion_tjan,9,2014,78.779752
marknadsproduktion_tjan,9,2015,91.830796
marknadsproduktion_tjan,9,2016,95.295186
marknadsproduktion_tjan,9,2017,103.402494
marknadsproduktion_tjan,9,2018,114.316859
marknadsproduktion_tjan,9,2019,114.855695
offentl_mynd,9,2008,
offentl_mynd,9,2009,
offentl_mynd,9,2010,
offentl_mynd,9,2011,
offentl_mynd,9,2012,
offentl_mynd,9,2013,
offentl_mynd,9,2014,
offentl_mynd,9,2015,
offentl_mynd,9,2016,
offentl_mynd,9,2017,
offentl_mynd,9,2018,
offentl_mynd,9,2019,
privat_kons,9,2008,
privat_kons,9,2009,
privat_kons,9,2010,
privat_kons,9,2011,
privat_kons,9,2012,
privat_kons,9,2013,
privat_kons,9,2014,
privat_kons,9,2015,
privat_kons,9,2016,
privat_kons,9,2017,
privat_kons,9,2018,
privat_kons,9,2019,
bransch_ospe,9,2008,
bransch_ospe,9,2009,
bransch_ospe,9,2010,
bransch_ospe,9,2011,
bransch_ospe,9,2012,
bransch_ospe,9,2013,
bransch_ospe,9,2014,
bransch_ospe,9,2015,
bransch_ospe,9,2016,
bransch_ospe,9,2017,
bransch_ospe,9,2018,
bransch_ospe,9,2019,
totalt_tota,10,2008,113362.860713
totalt_tota,10,2009,110541.552467
totalt_tota,10,2010,117333.772366
totalt_tota,10,2011,115243.589905
totalt_tota,10,2012,113513.760412
totalt_tota,10,2013,110731.885727
totalt_tota,10,2014,110794.567617
totalt_tota,10,2015,111670.854706
totalt_tota,10,2016,115323.898465
totalt_tota,10,2017,119613.019103
totalt_tota,10,2018,125438.167199
totalt_tota,10,2019,132600.181824
marknadsproduktion_varo,10,2008,112363.86001
marknadsproduktion_varo,10,2009,109587.11724
marknadsproduktion_varo,10,2010,116301.52413
marknadsproduktion_varo,10,2011,114162.02407
marknadsproduktion_varo,10,2012,112392.50967
marknadsproduktion_varo,10,2013,109555.28847
marknadsproduktion_varo,10,2014,109598.84083
marknadsproduktion_varo,10,2015,110430.51921
marknadsproduktion_varo,10,2016,114044.93447
marknadsproduktion_varo,10,2017,118299.19659
marknadsproduktion_varo,10,2018,124085.57036
marknadsproduktion_varo,10,2019,131218.56798
marknadsproduktion_tjan,10,2008,999.000703
marknadsproduktion_tjan,10,2009,954.435227
marknadsproduktion_tjan,10,2010,1032.248236
marknadsproduktion_tjan,10,2011,1081.565835
marknadsproduktion_tjan,10,2012,1121.250742
marknadsproduktion_tjan,10,2013,1176.597257
marknadsproduktion_tjan,10,2014,1195.726787
marknadsproduktion_tjan,10,2015,1240.335496
marknadsproduktion_tjan,10,2016,1278.963995
marknadsproduktion_tjan,10,2017,1313.822513
marknadsproduktion_tjan,10,2018,1352.596839
marknadsproduktion_tjan,10,2019,1381.613844
offentl_mynd,10,2008,
offentl_mynd,10,2009,
offentl_mynd,10,2010,
offentl_mynd,10,2011,
offentl_mynd,10,2012,
offentl_mynd,10,2013,
offentl_mynd,10,2014,
offentl_mynd,10,2015,
offentl_mynd,10,2016,
offentl_mynd,10,2017,
offentl_mynd,10,2018,
offentl_mynd,10,2019,
privat_kons,10,2008,
privat_kons,10,2009,
privat_kons,10,2010,
privat_kons,10,2011,
privat_kons,10,2012,
privat_kons,10,2013,
privat_kons,10,2014,
privat_kons,10,2015,
privat_kons,10,2016,
privat_kons,10,2017,
privat_kons,10,2018,
privat_kons,10,2019,
bransch_ospe,10,2008,
bransch_ospe,10,2009,
bransch_ospe,10,2010,
bransch_ospe,10,2011,
bransch_ospe,10,2012,
bransch_ospe,10,2013,
bransch_ospe,10,2014,
bransch_ospe,10,2015,
bransch_ospe,10,2016,
bransch_ospe,10,2017,
bransch_ospe,10,2018,
bransch_ospe,10,2019,
totalt_tota,11,2008,36128.566652
totalt_tota,11,2009,34440.073256
totalt_tota,11,2010,37054.640268
totalt_tota,11,2011,38705.515484
totalt_tota,11,2012,35923.15026
totalt_tota,11,2013,32793.983298
totalt_tota,11,2014,32355.821801
totalt_tota,11,2015,34400.841023
totalt_tota,11,2016,34967.279759
totalt_tota,11,2017,37835.521
totalt_tota,11,2018,40190.900658
totalt_tota,11,2019,41558.592836
marknadsproduktion_varo,11,2008,35985.40415
marknadsproduktion_varo,11,2009,34304.48035
marknadsproduktion_varo,11,2010,36898.27133
marknadsproduktion_varo,11,2011,38530.27404
marknadsproduktion_varo,11,2012,35748.91831
marknadsproduktion_varo,11,2013,32607.46962
marknadsproduktion_varo,11,2014,32154.46849
marknadsproduktion_varo,11,2015,34182.73605
marknadsproduktion_varo,11,2016,34730.35464
marknadsproduktion_varo,11,2017,37581.08117
marknadsproduktion_varo,11,2018,39927.14936
marknadsproduktion_varo,11,2019,41288.03327
marknadsproduktion_tjan,11,2008,143.162502
marknadsproduktion_tjan,11,2009,135.592906
marknadsproduktion_tjan,11,2010,156.368938
marknadsproduktion_tjan,11,2011,175.241444
marknadsproduktion_tjan,11,2012,174.23195
marknadsproduktion_tjan,11,2013,186.513678
marknadsproduktion_tjan,11,2014,201.353311
marknadsproduktion_tjan,11,2015,218.104973
marknadsproduktion_tjan,11,2016,236.925119
marknadsproduktion_tjan,11,2017,254.43983
marknadsproduktion_tjan,11,2018,263.751298
marknadsproduktion_tjan,11,2019,270.559566
offentl_mynd,11,2008,
offentl_mynd,11,2009,
offentl_mynd,11,2010,
offentl_mynd,11,2011,
offentl_mynd,11,2012,
offentl_mynd,11,2013,
offentl_mynd,11,2014,
offentl_mynd,11,2015,
offentl_mynd,11,2016,
offentl_mynd,11,2017,
offentl_mynd,11,2018,
offentl_mynd,11,2019,
privat_kons,11,2008,
privat_kons,11,2009,
privat_kons,11,2010,
privat_kons,11,2011,
privat_kons,11,2012,
privat_kons,11,2013,
privat_kons,11,2014,
privat_kons,11,2015,
privat_kons,11,2016,
privat_kons,11,2017,
privat_kons,11,2018,
privat_kons,11,2019,
bransch_ospe,11,2008,
bransch_ospe,11,2009,
bransch_ospe,11,2010,
bransch_ospe,11,2011,
bransch_ospe,11,2012,
bransch_ospe,11,2013,
bransch_ospe,11,2014,
bransch_ospe,11,2015,
bransch_ospe,11,2016,
bransch_ospe,11,2017,
bransch_ospe,11,2018,
bransch_ospe,11,2019,
totalt_tota,12,2008,118913.317486
totalt_tota,12,2009,112932.31897
totalt_tota,12,2010,121942.420784
totalt_tota,12,2011,123846.877224
totalt_tota,12,2012,125184.604739
totalt_tota,12,2013,123382.015638
totalt_tota,12,2014,125047.19855
totalt_tota,12,2015,124538.745345
totalt_tota,12,2016,129726.385058
totalt_tota,12,2017,134238.16075
totalt_tota,12,2018,140617.126055
totalt_tota,12,2019,148132.581688
