sni_id,lan,year,forv_kvn_bio
privat_kons,3,2010,
privat_kons,3,2011,
privat_kons,3,2012,
privat_kons,3,2013,
privat_kons,3,2014,
privat_kons,3,2015,
privat_kons,3,2016,
privat_kons,3,2017,
privat_kons,3,2018,
privat_kons,3,2019,
bransch_ospe,3,2008,0
bransch_ospe,3,2009,0
bransch_ospe,3,2010,0
bransch_ospe,3,2011,0
bransch_ospe,3,2012,0
bransch_ospe,3,2013,0
bransch_ospe,3,2014,0
bransch_ospe,3,2015,0
bransch_ospe,3,2016,0
bransch_ospe,3,2017,0
bransch_ospe,3,2018,0
bransch_ospe,3,2019,0
totalt_tota,4,2008,3581.613
totalt_tota,4,2009,3462.459
totalt_tota,4,2010,3573.167
totalt_tota,4,2011,3755.316
totalt_tota,4,2012,3808.358
totalt_tota,4,2013,3781.262
totalt_tota,4,2014,3758.682
totalt_tota,4,2015,3735.067
totalt_tota,4,2016,3793.314
totalt_tota,4,2017,3789.408
totalt_tota,4,2018,3801.543
totalt_tota,4,2019,3821.574
marknadsproduktion_varo,4,2008,3337.76
marknadsproduktion_varo,4,2009,3228.36
marknadsproduktion_varo,4,2010,3322.81
marknadsproduktion_varo,4,2011,3494.74
marknadsproduktion_varo,4,2012,3541.34
marknadsproduktion_varo,4,2013,3514.7
marknadsproduktion_varo,4,2014,3490.04
marknadsproduktion_varo,4,2015,3457.18
marknadsproduktion_varo,4,2016,3504.15
marknadsproduktion_varo,4,2017,3499.9
marknadsproduktion_varo,4,2018,3510.13
marknadsproduktion_varo,4,2019,3511.79
marknadsproduktion_tjan,4,2008,243.853
marknadsproduktion_tjan,4,2009,234.099
marknadsproduktion_tjan,4,2010,250.357
marknadsproduktion_tjan,4,2011,260.576
marknadsproduktion_tjan,4,2012,267.018
marknadsproduktion_tjan,4,2013,266.562
marknadsproduktion_tjan,4,2014,268.642
marknadsproduktion_tjan,4,2015,277.887
marknadsproduktion_tjan,4,2016,289.164
marknadsproduktion_tjan,4,2017,289.508
marknadsproduktion_tjan,4,2018,291.413
marknadsproduktion_tjan,4,2019,309.784
offentl_mynd,4,2008,0
offentl_mynd,4,2009,0
offentl_mynd,4,2010,0
offentl_mynd,4,2011,0
offentl_mynd,4,2012,0
offentl_mynd,4,2013,0
offentl_mynd,4,2014,0
offentl_mynd,4,2015,0
offentl_mynd,4,2016,0
offentl_mynd,4,2017,0
offentl_mynd,4,2018,0
offentl_mynd,4,2019,0
privat_kons,4,2008,
privat_kons,4,2009,
privat_kons,4,2010,
privat_kons,4,2011,
privat_kons,4,2012,
privat_kons,4,2013,
privat_kons,4,2014,
privat_kons,4,2015,
privat_kons,4,2016,
privat_kons,4,2017,
privat_kons,4,2018,
privat_kons,4,2019,
bransch_ospe,4,2008,0
bransch_ospe,4,2009,0
bransch_ospe,4,2010,0
bransch_ospe,4,2011,0
bransch_ospe,4,2012,0
bransch_ospe,4,2013,0
bransch_ospe,4,2014,0
bransch_ospe,4,2015,0
bransch_ospe,4,2016,0
bransch_ospe,4,2017,0
bransch_ospe,4,2018,0
bransch_ospe,4,2019,0
totalt_tota,5,2008,4228.492
totalt_tota,5,2009,3974.709
totalt_tota,5,2010,3974.106
totalt_tota,5,2011,4385.307
totalt_tota,5,2012,4394.523
totalt_tota,5,2013,4380.809
totalt_tota,5,2014,4419.612
totalt_tota,5,2015,4512.03
totalt_tota,5,2016,4447.165
totalt_tota,5,2017,4568.871
totalt_tota,5,2018,4415.246
totalt_tota,5,2019,4573.14
marknadsproduktion_varo,5,2008,4074.06
marknadsproduktion_varo,5,2009,3829
marknadsproduktion_varo,5,2010,3816.77
marknadsproduktion_varo,5,2011,4225.69
marknadsproduktion_varo,5,2012,4230.11
marknadsproduktion_varo,5,2013,4210.18
marknadsproduktion_varo,5,2014,4241.35
marknadsproduktion_varo,5,2015,4326.33
marknadsproduktion_varo,5,2016,4254.8
marknadsproduktion_varo,5,2017,4373.44
marknadsproduktion_varo,5,2018,4219.96
marknadsproduktion_varo,5,2019,4370.46
marknadsproduktion_tjan,5,2008,154.432
marknadsproduktion_tjan,5,2009,145.709
marknadsproduktion_tjan,5,2010,157.336
marknadsproduktion_tjan,5,2011,159.617
marknadsproduktion_tjan,5,2012,164.413
marknadsproduktion_tjan,5,2013,170.629
marknadsproduktion_tjan,5,2014,178.262
marknadsproduktion_tjan,5,2015,185.7
marknadsproduktion_tjan,5,2016,192.365
marknadsproduktion_tjan,5,2017,195.431
marknadsproduktion_tjan,5,2018,195.286
marknadsproduktion_tjan,5,2019,202.68
offentl_mynd,5,2008,0
offentl_mynd,5,2009,0
offentl_mynd,5,2010,0
offentl_mynd,5,2011,0
offentl_mynd,5,2012,0
offentl_mynd,5,2013,0
offentl_mynd,5,2014,0
offentl_mynd,5,2015,0
offentl_mynd,5,2016,0
offentl_mynd,5,2017,0
offentl_mynd,5,2018,0
offentl_mynd,5,2019,0
privat_kons,5,2008,
privat_kons,5,2009,
privat_kons,5,2010,
privat_kons,5,2011,
privat_kons,5,2012,
privat_kons,5,2013,
privat_kons,5,2014,
privat_kons,5,2015,
privat_kons,5,2016,
privat_kons,5,2017,
privat_kons,5,2018,
privat_kons,5,2019,
bransch_ospe,5,2008,0
bransch_ospe,5,2009,0
bransch_ospe,5,2010,0
bransch_ospe,5,2011,0
bransch_ospe,5,2012,0
bransch_ospe,5,2013,0
bransch_ospe,5,2014,0
bransch_ospe,5,2015,0
bransch_ospe,5,2016,0
bransch_ospe,5,2017,0
bransch_ospe,5,2018,0
bransch_ospe,5,2019,0
totalt_tota,6,2008,2240.386
totalt_tota,6,2009,2123.183
totalt_tota,6,2010,2188.307
totalt_tota,6,2011,2412.791
totalt_tota,6,2012,2254.281
totalt_tota,6,2013,2155.316
totalt_tota,6,2014,2155.764
totalt_tota,6,2015,2063.42
totalt_tota,6,2016,2011.165
totalt_tota,6,2017,2088.256
totalt_tota,6,2018,1985.235
totalt_tota,6,2019,2106.568
marknadsproduktion_varo,6,2008,2151.74
marknadsproduktion_varo,6,2009,2044.09
marknadsproduktion_varo,6,2010,2105.5
marknadsproduktion_varo,6,2011,2331.45
marknadsproduktion_varo,6,2012,2171.52
marknadsproduktion_varo,6,2013,2070.88
marknadsproduktion_varo,6,2014,2071.15
marknadsproduktion_varo,6,2015,1969.82
marknadsproduktion_varo,6,2016,1916.35
marknadsproduktion_varo,6,2017,1990.51
marknadsproduktion_varo,6,2018,1888.1
marknadsproduktion_varo,6,2019,2003.95
marknadsproduktion_tjan,6,2008,88.646
marknadsproduktion_tjan,6,2009,79.093
marknadsproduktion_tjan,6,2010,82.807
marknadsproduktion_tjan,6,2011,81.341
marknadsproduktion_tjan,6,2012,82.761
marknadsproduktion_tjan,6,2013,84.436
marknadsproduktion_tjan,6,2014,84.614
marknadsproduktion_tjan,6,2015,93.6
marknadsproduktion_tjan,6,2016,94.815
marknadsproduktion_tjan,6,2017,97.746
marknadsproduktion_tjan,6,2018,97.135
marknadsproduktion_tjan,6,2019,102.618
offentl_mynd,6,2008,0
offentl_mynd,6,2009,0
offentl_mynd,6,2010,0
offentl_mynd,6,2011,0
offentl_mynd,6,2012,0
offentl_mynd,6,2013,0
offentl_mynd,6,2014,0
offentl_mynd,6,2015,0
offentl_mynd,6,2016,0
offentl_mynd,6,2017,0
offentl_mynd,6,2018,0
offentl_mynd,6,2019,0
privat_kons,6,2008,
privat_kons,6,2009,
privat_kons,6,2010,
privat_kons,6,2011,
privat_kons,6,2012,
privat_kons,6,2013,
privat_kons,6,2014,
privat_kons,6,2015,
privat_kons,6,2016,
privat_kons,6,2017,
privat_kons,6,2018,
privat_kons,6,2019,
bransch_ospe,6,2008,0
bransch_ospe,6,2009,0
bransch_ospe,6,2010,0
bransch_ospe,6,2011,0
bransch_ospe,6,2012,0
bransch_ospe,6,2013,0
bransch_ospe,6,2014,0
bransch_ospe,6,2015,0
bransch_ospe,6,2016,0
bransch_ospe,6,2017,0
bransch_ospe,6,2018,0
bransch_ospe,6,2019,0
totalt_tota,7,2008,2974.718
totalt_tota,7,2009,2866.024
totalt_tota,7,2010,2948.257
totalt_tota,7,2011,3205.027
totalt_tota,7,2012,3184.034
totalt_tota,7,2013,3187.09
totalt_tota,7,2014,3203.055
totalt_tota,7,2015,3145.061
totalt_tota,7,2016,3051.437
totalt_tota,7,2017,3235.053
totalt_tota,7,2018,3105.398
totalt_tota,7,2019,3154.825
marknadsproduktion_varo,7,2008,2866.96
marknadsproduktion_varo,7,2009,2758.37
marknadsproduktion_varo,7,2010,2833.8
marknadsproduktion_varo,7,2011,3091.42
marknadsproduktion_varo,7,2012,3069.62
marknadsproduktion_varo,7,2013,3064.05
marknadsproduktion_varo,7,2014,3079.99
marknadsproduktion_varo,7,2015,3020.5
marknadsproduktion_varo,7,2016,2922.64
marknadsproduktion_varo,7,2017,3105.12
marknadsproduktion_varo,7,2018,2975.86
marknadsproduktion_varo,7,2019,3029.98
marknadsproduktion_tjan,7,2008,107.758
marknadsproduktion_tjan,7,2009,107.654
marknadsproduktion_tjan,7,2010,114.457
marknadsproduktion_tjan,7,2011,113.607
marknadsproduktion_tjan,7,2012,114.414
marknadsproduktion_tjan,7,2013,123.04
marknadsproduktion_tjan,7,2014,123.065
marknadsproduktion_tjan,7,2015,124.561
marknadsproduktion_tjan,7,2016,128.797
marknadsproduktion_tjan,7,2017,129.933
marknadsproduktion_tjan,7,2018,129.538
marknadsproduktion_tjan,7,2019,124.845
offentl_mynd,7,2008,0
offentl_mynd,7,2009,0
offentl_mynd,7,2010,0
offentl_mynd,7,2011,0
offentl_mynd,7,2012,0
offentl_mynd,7,2013,0
offentl_mynd,7,2014,0
offentl_mynd,7,2015,0
offentl_mynd,7,2016,0
offentl_mynd,7,2017,0
offentl_mynd,7,2018,0
offentl_mynd,7,2019,0
privat_kons,7,2008,
privat_kons,7,2009,
privat_kons,7,2010,
privat_kons,7,2011,
privat_kons,7,2012,
privat_kons,7,2013,
privat_kons,7,2014,
privat_kons,7,2015,
privat_kons,7,2016,
privat_kons,7,2017,
privat_kons,7,2018,
privat_kons,7,2019,
bransch_ospe,7,2008,0
bransch_ospe,7,2009,0
bransch_ospe,7,2010,0
bransch_ospe,7,2011,0
bransch_ospe,7,2012,0
bransch_ospe,7,2013,0
bransch_ospe,7,2014,0
bransch_ospe,7,2015,0
bransch_ospe,7,2016,0
bransch_ospe,7,2017,0
bransch_ospe,7,2018,0
bransch_ospe,7,2019,0
totalt_tota,8,2008,526.926
totalt_tota,8,2009,551.221
totalt_tota,8,2010,594.754
totalt_tota,8,2011,637.442
totalt_tota,8,2012,660.803
totalt_tota,8,2013,670.452
totalt_tota,8,2014,684.738
totalt_tota,8,2015,651.832
totalt_tota,8,2016,651.559
totalt_tota,8,2017,648.216
totalt_tota,8,2018,668.712
totalt_tota,8,2019,623.045
marknadsproduktion_varo,8,2008,489.66
marknadsproduktion_varo,8,2009,513.98
marknadsproduktion_varo,8,2010,556.01
marknadsproduktion_varo,8,2011,600.18
marknadsproduktion_varo,8,2012,623.55
marknadsproduktion_varo,8,2013,633.44
marknadsproduktion_varo,8,2014,646.59
marknadsproduktion_varo,8,2015,613.26
marknadsproduktion_varo,8,2016,612.73
marknadsproduktion_varo,8,2017,611.01
marknadsproduktion_varo,8,2018,631.39
marknadsproduktion_varo,8,2019,586.51
marknadsproduktion_tjan,8,2008,37.266
marknadsproduktion_tjan,8,2009,37.241
marknadsproduktion_tjan,8,2010,38.744
marknadsproduktion_tjan,8,2011,37.262
marknadsproduktion_tjan,8,2012,37.253
marknadsproduktion_tjan,8,2013,37.012
marknadsproduktion_tjan,8,2014,38.148
marknadsproduktion_tjan,8,2015,38.572
marknadsproduktion_tjan,8,2016,38.829
marknadsproduktion_tjan,8,2017,37.206
marknadsproduktion_tjan,8,2018,37.322
marknadsproduktion_tjan,8,2019,36.535
offentl_mynd,8,2008,0
offentl_mynd,8,2009,0
offentl_mynd,8,2010,0
offentl_mynd,8,2011,0
offentl_mynd,8,2012,0
offentl_mynd,8,2013,0
offentl_mynd,8,2014,0
offentl_mynd,8,2015,0
offentl_mynd,8,2016,0
offentl_mynd,8,2017,0
offentl_mynd,8,2018,0
offentl_mynd,8,2019,0
privat_kons,8,2008,
privat_kons,8,2009,
privat_kons,8,2010,
privat_kons,8,2011,
privat_kons,8,2012,
privat_kons,8,2013,
privat_kons,8,2014,
privat_kons,8,2015,
privat_kons,8,2016,
privat_kons,8,2017,
privat_kons,8,2018,
privat_kons,8,2019,
bransch_ospe,8,2008,0
bransch_ospe,8,2009,0
bransch_ospe,8,2010,0
bransch_ospe,8,2011,0
bransch_ospe,8,2012,0
bransch_ospe,8,2013,0
bransch_ospe,8,2014,0
bransch_ospe,8,2015,0
bransch_ospe,8,2016,0
bransch_ospe,8,2017,0
bransch_ospe,8,2018,0
bransch_ospe,8,2019,0
totalt_tota,9,2008,1260.085
totalt_tota,9,2009,1244.186
totalt_tota,9,2010,1270.879
totalt_tota,9,2011,1361.339
totalt_tota,9,2012,1338.132
totalt_tota,9,2013,1325.326
totalt_tota,9,2014,1305.997
totalt_tota,9,2015,1289.522
totalt_tota,9,2016,1254.094
totalt_tota,9,2017,1249.305
totalt_tota,9,2018,1185.322
totalt_tota,9,2019,1211.833
marknadsproduktion_varo,9,2008,1190.13
marknadsproduktion_varo,9,2009,1172.12
marknadsproduktion_varo,9,2010,1198.74
marknadsproduktion_varo,9,2011,1286.13
marknadsproduktion_varo,9,2012,1251.4
marknadsproduktion_varo,9,2013,1244.72
marknadsproduktion_varo,9,2014,1224.24
marknadsproduktion_varo,9,2015,1206.2
marknadsproduktion_varo,9,2016,1165.04
marknadsproduktion_varo,9,2017,1159.14
marknadsproduktion_varo,9,2018,1097.91
marknadsproduktion_varo,9,2019,1131.74
marknadsproduktion_tjan,9,2008,69.955
marknadsproduktion_tjan,9,2009,72.066
marknadsproduktion_tjan,9,2010,72.139
marknadsproduktion_tjan,9,2011,75.209
marknadsproduktion_tjan,9,2012,86.732
marknadsproduktion_tjan,9,2013,80.606
marknadsproduktion_tjan,9,2014,81.757
marknadsproduktion_tjan,9,2015,83.322
marknadsproduktion_tjan,9,2016,89.054
marknadsproduktion_tjan,9,2017,90.165
marknadsproduktion_tjan,9,2018,87.412
marknadsproduktion_tjan,9,2019,80.093
offentl_mynd,9,2008,0
offentl_mynd,9,2009,0
offentl_mynd,9,2010,0
offentl_mynd,9,2011,0
offentl_mynd,9,2012,0
offentl_mynd,9,2013,0
offentl_mynd,9,2014,0
offentl_mynd,9,2015,0
offentl_mynd,9,2016,0
offentl_mynd,9,2017,0
offentl_mynd,9,2018,0
offentl_mynd,9,2019,0
privat_kons,9,2008,
privat_kons,9,2009,
privat_kons,9,2010,
privat_kons,9,2011,
privat_kons,9,2012,
privat_kons,9,2013,
privat_kons,9,2014,
privat_kons,9,2015,
privat_kons,9,2016,
privat_kons,9,2017,
privat_kons,9,2018,
privat_kons,9,2019,
bransch_ospe,9,2008,0
bransch_ospe,9,2009,0
bransch_ospe,9,2010,0
bransch_ospe,9,2011,0
bransch_ospe,9,2012,0
bransch_ospe,9,2013,0
bransch_ospe,9,2014,0
bransch_ospe,9,2015,0
bransch_ospe,9,2016,0
bransch_ospe,9,2017,0
bransch_ospe,9,2018,0
bransch_ospe,9,2019,0
totalt_tota,10,2008,12773.729
totalt_tota,10,2009,12209.421
totalt_tota,10,2010,11788.315
totalt_tota,10,2011,11930.429
totalt_tota,10,2012,11880.699
totalt_tota,10,2013,11609.397
totalt_tota,10,2014,11992.374
totalt_tota,10,2015,11710.185
totalt_tota,10,2016,11596.482
totalt_tota,10,2017,11750.202
totalt_tota,10,2018,11660.59
totalt_tota,10,2019,12091.309
marknadsproduktion_varo,10,2008,12138.81
marknadsproduktion_varo,10,2009,11570.41
marknadsproduktion_varo,10,2010,11102.47
marknadsproduktion_varo,10,2011,11233.66
marknadsproduktion_varo,10,2012,11150.57
marknadsproduktion_varo,10,2013,10886.18
marknadsproduktion_varo,10,2014,11267.33
marknadsproduktion_varo,10,2015,10953.58
marknadsproduktion_varo,10,2016,10826.76
marknadsproduktion_varo,10,2017,10976.58
marknadsproduktion_varo,10,2018,10879.11
marknadsproduktion_varo,10,2019,11230.66
marknadsproduktion_tjan,10,2008,634.919
marknadsproduktion_tjan,10,2009,639.011
marknadsproduktion_tjan,10,2010,685.845
marknadsproduktion_tjan,10,2011,696.769
marknadsproduktion_tjan,10,2012,730.129
marknadsproduktion_tjan,10,2013,723.217
marknadsproduktion_tjan,10,2014,725.044
marknadsproduktion_tjan,10,2015,756.605
marknadsproduktion_tjan,10,2016,769.722
marknadsproduktion_tjan,10,2017,773.622
marknadsproduktion_tjan,10,2018,781.48
marknadsproduktion_tjan,10,2019,860.649
offentl_mynd,10,2008,0
offentl_mynd,10,2009,0
offentl_mynd,10,2010,0
offentl_mynd,10,2011,0
offentl_mynd,10,2012,0
offentl_mynd,10,2013,0
offentl_mynd,10,2014,0
offentl_mynd,10,2015,0
offentl_mynd,10,2016,0
offentl_mynd,10,2017,0
offentl_mynd,10,2018,0
offentl_mynd,10,2019,0
privat_kons,10,2008,
privat_kons,10,2009,
privat_kons,10,2010,
privat_kons,10,2011,
privat_kons,10,2012,
privat_kons,10,2013,
privat_kons,10,2014,
privat_kons,10,2015,
privat_kons,10,2016,
privat_kons,10,2017,
privat_kons,10,2018,
privat_kons,10,2019,
bransch_ospe,10,2008,0
bransch_ospe,10,2009,0
bransch_ospe,10,2010,0
bransch_ospe,10,2011,0
bransch_ospe,10,2012,0
bransch_ospe,10,2013,0
bransch_ospe,10,2014,0
bransch_ospe,10,2015,0
bransch_ospe,10,2016,0
bransch_ospe,10,2017,0
bransch_ospe,10,2018,0
bransch_ospe,10,2019,0
totalt_tota,11,2008,3492.509
totalt_tota,11,2009,3414.174
totalt_tota,11,2010,3506.381
totalt_tota,11,2011,3743.768
totalt_tota,11,2012,3723.512
totalt_tota,11,2013,3607.49
totalt_tota,11,2014,3546.036
totalt_tota,11,2015,3580.261
totalt_tota,11,2016,3599.992
totalt_tota,11,2017,3681.261
totalt_tota,11,2018,3616.915
totalt_tota,11,2019,3676.927
marknadsproduktion_varo,11,2008,3361.78
marknadsproduktion_varo,11,2009,3282.14
marknadsproduktion_varo,11,2010,3366.29
marknadsproduktion_varo,11,2011,3598.09
marknadsproduktion_varo,11,2012,3569.1
marknadsproduktion_varo,11,2013,3449.28
marknadsproduktion_varo,11,2014,3384.64
marknadsproduktion_varo,11,2015,3419.24
marknadsproduktion_varo,11,2016,3436.12
marknadsproduktion_varo,11,2017,3510.26
marknadsproduktion_varo,11,2018,3445.35
marknadsproduktion_varo,11,2019,3490.77
marknadsproduktion_tjan,11,2008,130.729
marknadsproduktion_tjan,11,2009,132.034
marknadsproduktion_tjan,11,2010,140.091
marknadsproduktion_tjan,11,2011,145.678
marknadsproduktion_tjan,11,2012,154.412
marknadsproduktion_tjan,11,2013,158.21
marknadsproduktion_tjan,11,2014,161.396
marknadsproduktion_tjan,11,2015,161.021
marknadsproduktion_tjan,11,2016,163.872
marknadsproduktion_tjan,11,2017,171.001
marknadsproduktion_tjan,11,2018,171.565
marknadsproduktion_tjan,11,2019,186.157
offentl_mynd,11,2008,0
offentl_mynd,11,2009,0
offentl_mynd,11,2010,0
offentl_mynd,11,2011,0
offentl_mynd,11,2012,0
offentl_mynd,11,2013,0
offentl_mynd,11,2014,0
offentl_mynd,11,2015,0
offentl_mynd,11,2016,0
offentl_mynd,11,2017,0
offentl_mynd,11,2018,0
offentl_mynd,11,2019,0
privat_kons,11,2008,
privat_kons,11,2009,
privat_kons,11,2010,
privat_kons,11,2011,
privat_kons,11,2012,
privat_kons,11,2013,
privat_kons,11,2014,
privat_kons,11,2015,
privat_kons,11,2016,
privat_kons,11,2017,
privat_kons,11,2018,
privat_kons,11,2019,
bransch_ospe,11,2008,0
bransch_ospe,11,2009,0
bransch_ospe,11,2010,0
bransch_ospe,11,2011,0
bransch_ospe,11,2012,0
bransch_ospe,11,2013,0
bransch_ospe,11,2014,0
bransch_ospe,11,2015,0
bransch_ospe,11,2016,0
bransch_ospe,11,2017,0
bransch_ospe,11,2018,0
bransch_ospe,11,2019,0
totalt_tota,12,2008,14492.576
totalt_tota,12,2009,13786.154
totalt_tota,12,2010,13986.856
totalt_tota,12,2011,14774.776
totalt_tota,12,2012,14797.761
totalt_tota,12,2013,14493.093
totalt_tota,12,2014,14286.351
totalt_tota,12,2015,14275.418
totalt_tota,12,2016,14191.799
totalt_tota,12,2017,14035.943
totalt_tota,12,2018,14020.621
totalt_tota,12,2019,14468.051
marknadsproduktion_varo,12,2008,13582.43
marknadsproduktion_varo,12,2009,12918.84
marknadsproduktion_varo,12,2010,13053.75
marknadsproduktion_varo,12,2011,13815.77
marknadsproduktion_varo,12,2012,13770.93
marknadsproduktion_varo,12,2013,13474.53
marknadsproduktion_varo,12,2014,13263.5
