sni_id,lan,year,foradl_bio
marknadsproduktion_tjan,2,2010,107.722
marknadsproduktion_tjan,2,2011,115.975
marknadsproduktion_tjan,2,2012,119.801
marknadsproduktion_tjan,2,2013,131.607
marknadsproduktion_tjan,2,2014,130.146
marknadsproduktion_tjan,2,2015,151.311
marknadsproduktion_tjan,2,2016,162.742
marknadsproduktion_tjan,2,2017,173.05
marknadsproduktion_tjan,2,2018,201.162
marknadsproduktion_tjan,2,2019,205.773
offentl_mynd,2,2008,0
offentl_mynd,2,2009,0
offentl_mynd,2,2010,0
offentl_mynd,2,2011,0
offentl_mynd,2,2012,0
offentl_mynd,2,2013,0
offentl_mynd,2,2014,0
offentl_mynd,2,2015,0
offentl_mynd,2,2016,0
offentl_mynd,2,2017,0
offentl_mynd,2,2018,0
offentl_mynd,2,2019,0
privat_kons,2,2008,
privat_kons,2,2009,
privat_kons,2,2010,
privat_kons,2,2011,
privat_kons,2,2012,
privat_kons,2,2013,
privat_kons,2,2014,
privat_kons,2,2015,
privat_kons,2,2016,
privat_kons,2,2017,
privat_kons,2,2018,
privat_kons,2,2019,
bransch_ospe,2,2008,0
bransch_ospe,2,2009,0
bransch_ospe,2,2010,0
bransch_ospe,2,2011,0
bransch_ospe,2,2012,0
bransch_ospe,2,2013,0
bransch_ospe,2,2014,0
bransch_ospe,2,2015,0
bransch_ospe,2,2016,0
bransch_ospe,2,2017,0
bransch_ospe,2,2018,0
bransch_ospe,2,2019,0
totalt_tota,3,2008,5529.87
totalt_tota,3,2009,4969.55
totalt_tota,3,2010,5993.779
totalt_tota,3,2011,5881.608
totalt_tota,3,2012,6070.807
totalt_tota,3,2013,5321.956
totalt_tota,3,2014,5248.06
totalt_tota,3,2015,5741.973
totalt_tota,3,2016,5710.861
totalt_tota,3,2017,6026.741
totalt_tota,3,2018,6411.984
totalt_tota,3,2019,6635.015
marknadsproduktion_varo,3,2008,5468.33
marknadsproduktion_varo,3,2009,4910.27
marknadsproduktion_varo,3,2010,5917.22
marknadsproduktion_varo,3,2011,5795.38
marknadsproduktion_varo,3,2012,5981.04
marknadsproduktion_varo,3,2013,5231.04
marknadsproduktion_varo,3,2014,5155.41
marknadsproduktion_varo,3,2015,5635.02
marknadsproduktion_varo,3,2016,5601.76
marknadsproduktion_varo,3,2017,5912.13
marknadsproduktion_varo,3,2018,6291.56
marknadsproduktion_varo,3,2019,6511.48
marknadsproduktion_tjan,3,2008,61.54
marknadsproduktion_tjan,3,2009,59.28
marknadsproduktion_tjan,3,2010,76.559
marknadsproduktion_tjan,3,2011,86.228
marknadsproduktion_tjan,3,2012,89.767
marknadsproduktion_tjan,3,2013,90.916
marknadsproduktion_tjan,3,2014,92.65
marknadsproduktion_tjan,3,2015,106.953
marknadsproduktion_tjan,3,2016,109.101
marknadsproduktion_tjan,3,2017,114.611
marknadsproduktion_tjan,3,2018,120.424
marknadsproduktion_tjan,3,2019,123.535
offentl_mynd,3,2008,0
offentl_mynd,3,2009,0
offentl_mynd,3,2010,0
offentl_mynd,3,2011,0
offentl_mynd,3,2012,0
offentl_mynd,3,2013,0
offentl_mynd,3,2014,0
offentl_mynd,3,2015,0
offentl_mynd,3,2016,0
offentl_mynd,3,2017,0
offentl_mynd,3,2018,0
offentl_mynd,3,2019,0
privat_kons,3,2008,
privat_kons,3,2009,
privat_kons,3,2010,
privat_kons,3,2011,
privat_kons,3,2012,
privat_kons,3,2013,
privat_kons,3,2014,
privat_kons,3,2015,
privat_kons,3,2016,
privat_kons,3,2017,
privat_kons,3,2018,
privat_kons,3,2019,
bransch_ospe,3,2008,0
bransch_ospe,3,2009,0
bransch_ospe,3,2010,0
bransch_ospe,3,2011,0
bransch_ospe,3,2012,0
bransch_ospe,3,2013,0
bransch_ospe,3,2014,0
bransch_ospe,3,2015,0
bransch_ospe,3,2016,0
bransch_ospe,3,2017,0
bransch_ospe,3,2018,0
bransch_ospe,3,2019,0
totalt_tota,4,2008,9714.705
totalt_tota,4,2009,10303.941
totalt_tota,4,2010,10916.975
totalt_tota,4,2011,11421.22
totalt_tota,4,2012,11308.073
totalt_tota,4,2013,10597.847
totalt_tota,4,2014,11423.869
totalt_tota,4,2015,12045.591
totalt_tota,4,2016,12197.606
totalt_tota,4,2017,13087.465
totalt_tota,4,2018,13811.924
totalt_tota,4,2019,14162.418
marknadsproduktion_varo,4,2008,9551.7
marknadsproduktion_varo,4,2009,10143.01
marknadsproduktion_varo,4,2010,10740.41
marknadsproduktion_varo,4,2011,11235.49
marknadsproduktion_varo,4,2012,11114.15
marknadsproduktion_varo,4,2013,10401.41
marknadsproduktion_varo,4,2014,11223.76
marknadsproduktion_varo,4,2015,11818.61
marknadsproduktion_varo,4,2016,11946.6
marknadsproduktion_varo,4,2017,12816.09
marknadsproduktion_varo,4,2018,13536.28
marknadsproduktion_varo,4,2019,13879.93
marknadsproduktion_tjan,4,2008,163.005
marknadsproduktion_tjan,4,2009,160.931
marknadsproduktion_tjan,4,2010,176.565
marknadsproduktion_tjan,4,2011,185.73
marknadsproduktion_tjan,4,2012,193.923
marknadsproduktion_tjan,4,2013,196.437
marknadsproduktion_tjan,4,2014,200.109
marknadsproduktion_tjan,4,2015,226.981
marknadsproduktion_tjan,4,2016,251.006
marknadsproduktion_tjan,4,2017,271.375
marknadsproduktion_tjan,4,2018,275.644
marknadsproduktion_tjan,4,2019,282.488
offentl_mynd,4,2008,0
offentl_mynd,4,2009,0
offentl_mynd,4,2010,0
offentl_mynd,4,2011,0
offentl_mynd,4,2012,0
offentl_mynd,4,2013,0
offentl_mynd,4,2014,0
offentl_mynd,4,2015,0
offentl_mynd,4,2016,0
offentl_mynd,4,2017,0
offentl_mynd,4,2018,0
offentl_mynd,4,2019,0
privat_kons,4,2008,
privat_kons,4,2009,
privat_kons,4,2010,
privat_kons,4,2011,
privat_kons,4,2012,
privat_kons,4,2013,
privat_kons,4,2014,
privat_kons,4,2015,
privat_kons,4,2016,
privat_kons,4,2017,
privat_kons,4,2018,
privat_kons,4,2019,
bransch_ospe,4,2008,0
bransch_ospe,4,2009,0
bransch_ospe,4,2010,0
bransch_ospe,4,2011,0
bransch_ospe,4,2012,0
bransch_ospe,4,2013,0
bransch_ospe,4,2014,0
bransch_ospe,4,2015,0
bransch_ospe,4,2016,0
bransch_ospe,4,2017,0
bransch_ospe,4,2018,0
bransch_ospe,4,2019,0
totalt_tota,5,2008,11517.624
totalt_tota,5,2009,9881.644
totalt_tota,5,2010,10551.841
totalt_tota,5,2011,11375.427
totalt_tota,5,2012,10932.789
totalt_tota,5,2013,10797.795
totalt_tota,5,2014,12151.895
totalt_tota,5,2015,13736.035
totalt_tota,5,2016,14286.136
totalt_tota,5,2017,15171.584
totalt_tota,5,2018,15084.147
totalt_tota,5,2019,14348.315
marknadsproduktion_varo,5,2008,11436.8
marknadsproduktion_varo,5,2009,9805.19
marknadsproduktion_varo,5,2010,10463.34
marknadsproduktion_varo,5,2011,11273.81
marknadsproduktion_varo,5,2012,10831.97
marknadsproduktion_varo,5,2013,10689.58
marknadsproduktion_varo,5,2014,12036.36
marknadsproduktion_varo,5,2015,13606.97
marknadsproduktion_varo,5,2016,14141.63
marknadsproduktion_varo,5,2017,15012.06
marknadsproduktion_varo,5,2018,14916.67
marknadsproduktion_varo,5,2019,14177.25
marknadsproduktion_tjan,5,2008,80.824
marknadsproduktion_tjan,5,2009,76.454
marknadsproduktion_tjan,5,2010,88.501
marknadsproduktion_tjan,5,2011,101.617
marknadsproduktion_tjan,5,2012,100.819
marknadsproduktion_tjan,5,2013,108.215
marknadsproduktion_tjan,5,2014,115.535
marknadsproduktion_tjan,5,2015,129.065
marknadsproduktion_tjan,5,2016,144.506
marknadsproduktion_tjan,5,2017,159.524
marknadsproduktion_tjan,5,2018,167.477
marknadsproduktion_tjan,5,2019,171.065
offentl_mynd,5,2008,0
offentl_mynd,5,2009,0
offentl_mynd,5,2010,0
offentl_mynd,5,2011,0
offentl_mynd,5,2012,0
offentl_mynd,5,2013,0
offentl_mynd,5,2014,0
offentl_mynd,5,2015,0
offentl_mynd,5,2016,0
offentl_mynd,5,2017,0
offentl_mynd,5,2018,0
offentl_mynd,5,2019,0
privat_kons,5,2008,
privat_kons,5,2009,
privat_kons,5,2010,
privat_kons,5,2011,
privat_kons,5,2012,
privat_kons,5,2013,
privat_kons,5,2014,
privat_kons,5,2015,
privat_kons,5,2016,
privat_kons,5,2017,
privat_kons,5,2018,
privat_kons,5,2019,
bransch_ospe,5,2008,0
bransch_ospe,5,2009,0
bransch_ospe,5,2010,0
bransch_ospe,5,2011,0
bransch_ospe,5,2012,0
bransch_ospe,5,2013,0
bransch_ospe,5,2014,0
bransch_ospe,5,2015,0
bransch_ospe,5,2016,0
bransch_ospe,5,2017,0
bransch_ospe,5,2018,0
bransch_ospe,5,2019,0
totalt_tota,6,2008,6014.32
totalt_tota,6,2009,5741.035
totalt_tota,6,2010,6750.98
totalt_tota,6,2011,6832.916
totalt_tota,6,2012,5946.031
totalt_tota,6,2013,5660.813
totalt_tota,6,2014,6012.639
totalt_tota,6,2015,6615.751
totalt_tota,6,2016,6582.189
totalt_tota,6,2017,7023.786
totalt_tota,6,2018,7428.151
totalt_tota,6,2019,7425.229
marknadsproduktion_varo,6,2008,5967.9
marknadsproduktion_varo,6,2009,5701.48
marknadsproduktion_varo,6,2010,6708.43
marknadsproduktion_varo,6,2011,6784.26
marknadsproduktion_varo,6,2012,5898.35
marknadsproduktion_varo,6,2013,5608.28
marknadsproduktion_varo,6,2014,5955.62
marknadsproduktion_varo,6,2015,6550.49
marknadsproduktion_varo,6,2016,6514.35
marknadsproduktion_varo,6,2017,6953.58
marknadsproduktion_varo,6,2018,7349.2
marknadsproduktion_varo,6,2019,7344.13
marknadsproduktion_tjan,6,2008,46.42
marknadsproduktion_tjan,6,2009,39.555
marknadsproduktion_tjan,6,2010,42.55
marknadsproduktion_tjan,6,2011,48.656
marknadsproduktion_tjan,6,2012,47.681
marknadsproduktion_tjan,6,2013,52.533
marknadsproduktion_tjan,6,2014,57.019
marknadsproduktion_tjan,6,2015,65.261
marknadsproduktion_tjan,6,2016,67.839
marknadsproduktion_tjan,6,2017,70.206
marknadsproduktion_tjan,6,2018,78.951
marknadsproduktion_tjan,6,2019,81.099
offentl_mynd,6,2008,0
offentl_mynd,6,2009,0
offentl_mynd,6,2010,0
offentl_mynd,6,2011,0
offentl_mynd,6,2012,0
offentl_mynd,6,2013,0
offentl_mynd,6,2014,0
offentl_mynd,6,2015,0
offentl_mynd,6,2016,0
offentl_mynd,6,2017,0
offentl_mynd,6,2018,0
offentl_mynd,6,2019,0
privat_kons,6,2008,
privat_kons,6,2009,
privat_kons,6,2010,
privat_kons,6,2011,
privat_kons,6,2012,
privat_kons,6,2013,
privat_kons,6,2014,
privat_kons,6,2015,
privat_kons,6,2016,
privat_kons,6,2017,
privat_kons,6,2018,
privat_kons,6,2019,
bransch_ospe,6,2008,0
bransch_ospe,6,2009,0
bransch_ospe,6,2010,0
bransch_ospe,6,2011,0
bransch_ospe,6,2012,0
bransch_ospe,6,2013,0
bransch_ospe,6,2014,0
bransch_ospe,6,2015,0
bransch_ospe,6,2016,0
bransch_ospe,6,2017,0
bransch_ospe,6,2018,0
bransch_ospe,6,2019,0
totalt_tota,7,2008,9429.444
totalt_tota,7,2009,8276.59
totalt_tota,7,2010,10320.952
totalt_tota,7,2011,9675.255
totalt_tota,7,2012,9047.497
totalt_tota,7,2013,9754.225
totalt_tota,7,2014,10781.923
totalt_tota,7,2015,11398.35
totalt_tota,7,2016,11154.098
totalt_tota,7,2017,11903.516
totalt_tota,7,2018,12666.17
totalt_tota,7,2019,12113.853
marknadsproduktion_varo,7,2008,9368.4
marknadsproduktion_varo,7,2009,8215.21
marknadsproduktion_varo,7,2010,10257.72
marknadsproduktion_varo,7,2011,9611.76
marknadsproduktion_varo,7,2012,8983.62
marknadsproduktion_varo,7,2013,9687.18
marknadsproduktion_varo,7,2014,10700.2
marknadsproduktion_varo,7,2015,11309.46
marknadsproduktion_varo,7,2016,11058.75
marknadsproduktion_varo,7,2017,11804.68
marknadsproduktion_varo,7,2018,12560.03
marknadsproduktion_varo,7,2019,12004.94
marknadsproduktion_tjan,7,2008,61.044
marknadsproduktion_tjan,7,2009,61.38
marknadsproduktion_tjan,7,2010,63.232
marknadsproduktion_tjan,7,2011,63.495
marknadsproduktion_tjan,7,2012,63.877
marknadsproduktion_tjan,7,2013,67.045
marknadsproduktion_tjan,7,2014,81.723
marknadsproduktion_tjan,7,2015,88.89
marknadsproduktion_tjan,7,2016,95.348
marknadsproduktion_tjan,7,2017,98.836
marknadsproduktion_tjan,7,2018,106.14
marknadsproduktion_tjan,7,2019,108.913
offentl_mynd,7,2008,0
offentl_mynd,7,2009,0
offentl_mynd,7,2010,0
offentl_mynd,7,2011,0
offentl_mynd,7,2012,0
offentl_mynd,7,2013,0
offentl_mynd,7,2014,0
offentl_mynd,7,2015,0
offentl_mynd,7,2016,0
offentl_mynd,7,2017,0
offentl_mynd,7,2018,0
offentl_mynd,7,2019,0
privat_kons,7,2008,
privat_kons,7,2009,
privat_kons,7,2010,
privat_kons,7,2011,
privat_kons,7,2012,
privat_kons,7,2013,
privat_kons,7,2014,
privat_kons,7,2015,
privat_kons,7,2016,
privat_kons,7,2017,
privat_kons,7,2018,
privat_kons,7,2019,
bransch_ospe,7,2008,0
bransch_ospe,7,2009,0
bransch_ospe,7,2010,0
bransch_ospe,7,2011,0
bransch_ospe,7,2012,0
bransch_ospe,7,2013,0
bransch_ospe,7,2014,0
bransch_ospe,7,2015,0
bransch_ospe,7,2016,0
bransch_ospe,7,2017,0
bransch_ospe,7,2018,0
bransch_ospe,7,2019,0
totalt_tota,8,2008,1582.892
totalt_tota,8,2009,1394.211
totalt_tota,8,2010,1619.073
totalt_tota,8,2011,1844.248
totalt_tota,8,2012,1719.958
totalt_tota,8,2013,1610.4
totalt_tota,8,2014,1689.263
totalt_tota,8,2015,1924.5
totalt_tota,8,2016,1820.067
totalt_tota,8,2017,1889.545
totalt_tota,8,2018,2044.856
totalt_tota,8,2019,2235.921
marknadsproduktion_varo,8,2008,1556.64
marknadsproduktion_varo,8,2009,1366.69
marknadsproduktion_varo,8,2010,1587.44
marknadsproduktion_varo,8,2011,1809.51
marknadsproduktion_varo,8,2012,1684.72
marknadsproduktion_varo,8,2013,1574.92
marknadsproduktion_varo,8,2014,1653.3
marknadsproduktion_varo,8,2015,1887.66
marknadsproduktion_varo,8,2016,1781.48
marknadsproduktion_varo,8,2017,1849.11
marknadsproduktion_varo,8,2018,2005.67
marknadsproduktion_varo,8,2019,2193.85
marknadsproduktion_tjan,8,2008,26.252
marknadsproduktion_tjan,8,2009,27.521
marknadsproduktion_tjan,8,2010,31.633
marknadsproduktion_tjan,8,2011,34.738
marknadsproduktion_tjan,8,2012,35.238
marknadsproduktion_tjan,8,2013,35.48
marknadsproduktion_tjan,8,2014,35.963
marknadsproduktion_tjan,8,2015,36.84
marknadsproduktion_tjan,8,2016,38.587
marknadsproduktion_tjan,8,2017,40.435
marknadsproduktion_tjan,8,2018,39.186
marknadsproduktion_tjan,8,2019,42.071
offentl_mynd,8,2008,0
offentl_mynd,8,2009,0
offentl_mynd,8,2010,0
offentl_mynd,8,2011,0
offentl_mynd,8,2012,0
offentl_mynd,8,2013,0
offentl_mynd,8,2014,0
offentl_mynd,8,2015,0
offentl_mynd,8,2016,0
offentl_mynd,8,2017,0
offentl_mynd,8,2018,0
offentl_mynd,8,2019,0
privat_kons,8,2008,
privat_kons,8,2009,
privat_kons,8,2010,
privat_kons,8,2011,
privat_kons,8,2012,
privat_kons,8,2013,
privat_kons,8,2014,
privat_kons,8,2015,
privat_kons,8,2016,
privat_kons,8,2017,
privat_kons,8,2018,
privat_kons,8,2019,
bransch_ospe,8,2008,0
bransch_ospe,8,2009,0
bransch_ospe,8,2010,0
bransch_ospe,8,2011,0
bransch_ospe,8,2012,0
bransch_ospe,8,2013,0
bransch_ospe,8,2014,0
bransch_ospe,8,2015,0
bransch_ospe,8,2016,0
bransch_ospe,8,2017,0
bransch_ospe,8,2018,0
bransch_ospe,8,2019,0
totalt_tota,9,2008,4759.839
totalt_tota,9,2009,4662.63
totalt_tota,9,2010,5535.942
totalt_tota,9,2011,5292.935
totalt_tota,9,2012,4420.161
totalt_tota,9,2013,4509.64
totalt_tota,9,2014,4719.575
totalt_tota,9,2015,5233.28
totalt_tota,9,2016,4951.928
totalt_tota,9,2017,5272.844
totalt_tota,9,2018,6488.279
totalt_tota,9,2019,6117.28
marknadsproduktion_varo,9,2008,4718.68
marknadsproduktion_varo,9,2009,4626.47
marknadsproduktion_varo,9,2010,5494.04
marknadsproduktion_varo,9,2011,5245.97
marknadsproduktion_varo,9,2012,4375.11
marknadsproduktion_varo,9,2013,4462.89
marknadsproduktion_varo,9,2014,4675.12
marknadsproduktion_varo,9,2015,5178.9
marknadsproduktion_varo,9,2016,4894.54
marknadsproduktion_varo,9,2017,5209.12
marknadsproduktion_varo,9,2018,6419.15
marknadsproduktion_varo,9,2019,6045.83
marknadsproduktion_tjan,9,2008,41.159
marknadsproduktion_tjan,9,2009,36.16
marknadsproduktion_tjan,9,2010,41.902
marknadsproduktion_tjan,9,2011,46.965
marknadsproduktion_tjan,9,2012,45.051
marknadsproduktion_tjan,9,2013,46.75
marknadsproduktion_tjan,9,2014,44.455
marknadsproduktion_tjan,9,2015,54.38
marknadsproduktion_tjan,9,2016,57.388
marknadsproduktion_tjan,9,2017,63.724
marknadsproduktion_tjan,9,2018,69.129
marknadsproduktion_tjan,9,2019,71.45
offentl_mynd,9,2008,0
offentl_mynd,9,2009,0
offentl_mynd,9,2010,0
offentl_mynd,9,2011,0
offentl_mynd,9,2012,0
offentl_mynd,9,2013,0
offentl_mynd,9,2014,0
offentl_mynd,9,2015,0
offentl_mynd,9,2016,0
offentl_mynd,9,2017,0
offentl_mynd,9,2018,0
offentl_mynd,9,2019,0
privat_kons,9,2008,
privat_kons,9,2009,
privat_kons,9,2010,
privat_kons,9,2011,
privat_kons,9,2012,
privat_kons,9,2013,
privat_kons,9,2014,
privat_kons,9,2015,
privat_kons,9,2016,
privat_kons,9,2017,
privat_kons,9,2018,
privat_kons,9,2019,
bransch_ospe,9,2008,0
bransch_ospe,9,2009,0
bransch_ospe,9,2010,0
bransch_ospe,9,2011,0
bransch_ospe,9,2012,0
bransch_ospe,9,2013,0
bransch_ospe,9,2014,0
bransch_ospe,9,2015,0
bransch_ospe,9,2016,0
bransch_ospe,9,2017,0
bransch_ospe,9,2018,0
bransch_ospe,9,2019,0
totalt_tota,10,2008,37169.938
totalt_tota,10,2009,35722.774
totalt_tota,10,2010,37506.144
totalt_tota,10,2011,37230.146
totalt_tota,10,2012,35525.753
totalt_tota,10,2013,33779.97
totalt_tota,10,2014,36656.532
totalt_tota,10,2015,36509.164
totalt_tota,10,2016,37320.099
totalt_tota,10,2017,39390.579
totalt_tota,10,2018,40426.268
totalt_tota,10,2019,43945.384
marknadsproduktion_varo,10,2008,36747.65
marknadsproduktion_varo,10,2009,35332.99
marknadsproduktion_varo,10,2010,37029.4
marknadsproduktion_varo,10,2011,36730.06
marknadsproduktion_varo,10,2012,35013.81
marknadsproduktion_varo,10,2013,33244.62
marknadsproduktion_varo,10,2014,36109.09
marknadsproduktion_varo,10,2015,35907.2
marknadsproduktion_varo,10,2016,36682.66
marknadsproduktion_varo,10,2017,38665.03
marknadsproduktion_varo,10,2018,39705.96
marknadsproduktion_varo,10,2019,43215.19
marknadsproduktion_tjan,10,2008,422.288
marknadsproduktion_tjan,10,2009,389.784
marknadsproduktion_tjan,10,2010,476.744
marknadsproduktion_tjan,10,2011,500.086
marknadsproduktion_tjan,10,2012,511.943
marknadsproduktion_tjan,10,2013,535.35
marknadsproduktion_tjan,10,2014,547.442
marknadsproduktion_tjan,10,2015,601.964
marknadsproduktion_tjan,10,2016,637.439
marknadsproduktion_tjan,10,2017,725.549
marknadsproduktion_tjan,10,2018,720.308
marknadsproduktion_tjan,10,2019,730.194
offentl_mynd,10,2008,0
offentl_mynd,10,2009,0
offentl_mynd,10,2010,0
offentl_mynd,10,2011,0
offentl_mynd,10,2012,0
offentl_mynd,10,2013,0
offentl_mynd,10,2014,0
offentl_mynd,10,2015,0
offentl_mynd,10,2016,0
offentl_mynd,10,2017,0
offentl_mynd,10,2018,0
offentl_mynd,10,2019,0
privat_kons,10,2008,
privat_kons,10,2009,
privat_kons,10,2010,
privat_kons,10,2011,
privat_kons,10,2012,
privat_kons,10,2013,
privat_kons,10,2014,
privat_kons,10,2015,
privat_kons,10,2016,
privat_kons,10,2017,
privat_kons,10,2018,
privat_kons,10,2019,
bransch_ospe,10,2008,0
bransch_ospe,10,2009,0
bransch_ospe,10,2010,0
bransch_ospe,10,2011,0
bransch_ospe,10,2012,0
bransch_ospe,10,2013,0
bransch_ospe,10,2014,0
bransch_ospe,10,2015,0
bransch_ospe,10,2016,0
bransch_ospe,10,2017,0
bransch_ospe,10,2018,0
bransch_ospe,10,2019,0
totalt_tota,11,2008,12491.451
totalt_tota,11,2009,11483.115
totalt_tota,11,2010,13074.863
totalt_tota,11,2011,12386.076
totalt_tota,11,2012,11086.348
totalt_tota,11,2013,11261.446
totalt_tota,11,2014,11007.403
totalt_tota,11,2015,11286.916
totalt_tota,11,2016,11456.45
totalt_tota,11,2017,12007.976
totalt_tota,11,2018,13780.886
totalt_tota,11,2019,14209.484
marknadsproduktion_varo,11,2008,12422.52
marknadsproduktion_varo,11,2009,11416.39
marknadsproduktion_varo,11,2010,12997
marknadsproduktion_varo,11,2011,12295.15
marknadsproduktion_varo,11,2012,10995.57
marknadsproduktion_varo,11,2013,11159.26
marknadsproduktion_varo,11,2014,10895.57
marknadsproduktion_varo,11,2015,11163.64
marknadsproduktion_varo,11,2016,11323.25
marknadsproduktion_varo,11,2017,11865.49
marknadsproduktion_varo,11,2018,13632.26
marknadsproduktion_varo,11,2019,14056.46
marknadsproduktion_tjan,11,2008,68.931
marknadsproduktion_tjan,11,2009,66.725
marknadsproduktion_tjan,11,2010,77.863
marknadsproduktion_tjan,11,2011,90.926
marknadsproduktion_tjan,11,2012,90.778
marknadsproduktion_tjan,11,2013,102.186
marknadsproduktion_tjan,11,2014,111.833
marknadsproduktion_tjan,11,2015,123.276
marknadsproduktion_tjan,11,2016,133.2
marknadsproduktion_tjan,11,2017,142.486
marknadsproduktion_tjan,11,2018,148.626
marknadsproduktion_tjan,11,2019,153.024
offentl_mynd,11,2008,0
offentl_mynd,11,2009,0
offentl_mynd,11,2010,0
offentl_mynd,11,2011,0
offentl_mynd,11,2012,0
offentl_mynd,11,2013,0
offentl_mynd,11,2014,0
offentl_mynd,11,2015,0
offentl_mynd,11,2016,0
offentl_mynd,11,2017,0
offentl_mynd,11,2018,0
offentl_mynd,11,2019,0
privat_kons,11,2008,
privat_kons,11,2009,
privat_kons,11,2010,
privat_kons,11,2011,
privat_kons,11,2012,
privat_kons,11,2013,
privat_kons,11,2014,
privat_kons,11,2015,
privat_kons,11,2016,
privat_kons,11,2017,
privat_kons,11,2018,
privat_kons,11,2019,
bransch_ospe,11,2008,0
bransch_ospe,11,2009,0
bransch_ospe,11,2010,0
bransch_ospe,11,2011,0
bransch_ospe,11,2012,0
bransch_ospe,11,2013,0
bransch_ospe,11,2014,0
bransch_ospe,11,2015,0
bransch_ospe,11,2016,0
bransch_ospe,11,2017,0
bransch_ospe,11,2018,0
bransch_ospe,11,2019,0
totalt_tota,12,2008,37185.54
totalt_tota,12,2009,36456.834
totalt_tota,12,2010,39522.925
totalt_tota,12,2011,40612.19
totalt_tota,12,2012,39916.123
totalt_tota,12,2013,39641.919
totalt_tota,12,2014,42200.102
totalt_tota,12,2015,43456.265
totalt_tota,12,2016,43489.276
totalt_tota,12,2017,46300.048
totalt_tota,12,2018,45309.195
totalt_tota,12,2019,47369.646
marknadsproduktion_varo,12,2008,36529.13
marknadsproduktion_varo,12,2009,35874.87
marknadsproduktion_varo,12,2010,38903.44
marknadsproduktion_varo,12,2011,39919.46
marknadsproduktion_varo,12,2012,39172.41
marknadsproduktion_varo,12,2013,38883.21
marknadsproduktion_varo,12,2014,41398.08
