sni_id,lan,year,vaxthusg
privat_kons,2,2017,342
privat_kons,2,2018,335
privat_kons,2,2019,324
bransch_ospe,2,2008,
bransch_ospe,2,2009,
bransch_ospe,2,2010,
bransch_ospe,2,2011,
bransch_ospe,2,2012,
bransch_ospe,2,2013,
bransch_ospe,2,2014,
bransch_ospe,2,2015,
bransch_ospe,2,2016,
bransch_ospe,2,2017,
bransch_ospe,2,2018,
bransch_ospe,2,2019,
totalt_tota,3,2008,3475
totalt_tota,3,2009,2114
totalt_tota,3,2010,3118
totalt_tota,3,2011,2909
totalt_tota,3,2012,2368
totalt_tota,3,2013,2441
totalt_tota,3,2014,2548
totalt_tota,3,2015,3245
totalt_tota,3,2016,2474
totalt_tota,3,2017,2539
totalt_tota,3,2018,2462
totalt_tota,3,2019,3091
marknadsproduktion_varo,3,2008,2912
marknadsproduktion_varo,3,2009,1565
marknadsproduktion_varo,3,2010,2578
marknadsproduktion_varo,3,2011,2388
marknadsproduktion_varo,3,2012,1879
marknadsproduktion_varo,3,2013,1962
marknadsproduktion_varo,3,2014,2079
marknadsproduktion_varo,3,2015,2771
marknadsproduktion_varo,3,2016,2020
marknadsproduktion_varo,3,2017,2095
marknadsproduktion_varo,3,2018,2030
marknadsproduktion_varo,3,2019,2668
marknadsproduktion_tjan,3,2008,184
marknadsproduktion_tjan,3,2009,171
marknadsproduktion_tjan,3,2010,170
marknadsproduktion_tjan,3,2011,172
marknadsproduktion_tjan,3,2012,151
marknadsproduktion_tjan,3,2013,146
marknadsproduktion_tjan,3,2014,141
marknadsproduktion_tjan,3,2015,139
marknadsproduktion_tjan,3,2016,129
marknadsproduktion_tjan,3,2017,124
marknadsproduktion_tjan,3,2018,123
marknadsproduktion_tjan,3,2019,123
offentl_mynd,3,2008,19
offentl_mynd,3,2009,19
offentl_mynd,3,2010,20
offentl_mynd,3,2011,19
offentl_mynd,3,2012,20
offentl_mynd,3,2013,18
offentl_mynd,3,2014,17
offentl_mynd,3,2015,17
offentl_mynd,3,2016,16
offentl_mynd,3,2017,15
offentl_mynd,3,2018,13
offentl_mynd,3,2019,14
privat_kons,3,2008,359
privat_kons,3,2009,358
privat_kons,3,2010,351
privat_kons,3,2011,331
privat_kons,3,2012,318
privat_kons,3,2013,315
privat_kons,3,2014,312
privat_kons,3,2015,318
privat_kons,3,2016,308
privat_kons,3,2017,304
privat_kons,3,2018,297
privat_kons,3,2019,286
bransch_ospe,3,2008,
bransch_ospe,3,2009,
bransch_ospe,3,2010,
bransch_ospe,3,2011,
bransch_ospe,3,2012,
bransch_ospe,3,2013,
bransch_ospe,3,2014,
bransch_ospe,3,2015,
bransch_ospe,3,2016,
bransch_ospe,3,2017,
bransch_ospe,3,2018,
bransch_ospe,3,2019,
totalt_tota,4,2008,2359
totalt_tota,4,2009,2313
totalt_tota,4,2010,2391
totalt_tota,4,2011,2161
totalt_tota,4,2012,2151
totalt_tota,4,2013,2072
totalt_tota,4,2014,1935
totalt_tota,4,2015,1971
totalt_tota,4,2016,1991
totalt_tota,4,2017,1937
totalt_tota,4,2018,1907
totalt_tota,4,2019,1866
marknadsproduktion_varo,4,2008,1337
marknadsproduktion_varo,4,2009,1301
marknadsproduktion_varo,4,2010,1420
marknadsproduktion_varo,4,2011,1315
marknadsproduktion_varo,4,2012,1342
marknadsproduktion_varo,4,2013,1298
marknadsproduktion_varo,4,2014,1184
marknadsproduktion_varo,4,2015,1215
marknadsproduktion_varo,4,2016,1281
marknadsproduktion_varo,4,2017,1243
marknadsproduktion_varo,4,2018,1239
marknadsproduktion_varo,4,2019,1204
marknadsproduktion_tjan,4,2008,426
marknadsproduktion_tjan,4,2009,421
marknadsproduktion_tjan,4,2010,405
marknadsproduktion_tjan,4,2011,309
marknadsproduktion_tjan,4,2012,292
marknadsproduktion_tjan,4,2013,269
marknadsproduktion_tjan,4,2014,247
marknadsproduktion_tjan,4,2015,239
marknadsproduktion_tjan,4,2016,210
marknadsproduktion_tjan,4,2017,198
marknadsproduktion_tjan,4,2018,191
marknadsproduktion_tjan,4,2019,194
offentl_mynd,4,2008,76
offentl_mynd,4,2009,72
offentl_mynd,4,2010,60
offentl_mynd,4,2011,61
offentl_mynd,4,2012,58
offentl_mynd,4,2013,51
offentl_mynd,4,2014,52
offentl_mynd,4,2015,58
offentl_mynd,4,2016,54
offentl_mynd,4,2017,56
offentl_mynd,4,2018,49
offentl_mynd,4,2019,53
privat_kons,4,2008,521
privat_kons,4,2009,520
privat_kons,4,2010,506
privat_kons,4,2011,477
privat_kons,4,2012,459
privat_kons,4,2013,454
privat_kons,4,2014,452
privat_kons,4,2015,458
privat_kons,4,2016,445
privat_kons,4,2017,440
privat_kons,4,2018,427
privat_kons,4,2019,414
bransch_ospe,4,2008,
bransch_ospe,4,2009,
bransch_ospe,4,2010,
bransch_ospe,4,2011,
bransch_ospe,4,2012,
bransch_ospe,4,2013,
bransch_ospe,4,2014,
bransch_ospe,4,2015,
bransch_ospe,4,2016,
bransch_ospe,4,2017,
bransch_ospe,4,2018,
bransch_ospe,4,2019,
totalt_tota,5,2008,1801
totalt_tota,5,2009,1790
totalt_tota,5,2010,1849
totalt_tota,5,2011,1722
totalt_tota,5,2012,1665
totalt_tota,5,2013,1658
totalt_tota,5,2014,1617
totalt_tota,5,2015,1602
totalt_tota,5,2016,1517
totalt_tota,5,2017,1532
totalt_tota,5,2018,1483
totalt_tota,5,2019,1458
marknadsproduktion_varo,5,2008,1012
marknadsproduktion_varo,5,2009,1031
marknadsproduktion_varo,5,2010,1078
marknadsproduktion_varo,5,2011,982
marknadsproduktion_varo,5,2012,967
marknadsproduktion_varo,5,2013,978
marknadsproduktion_varo,5,2014,955
marknadsproduktion_varo,5,2015,939
marknadsproduktion_varo,5,2016,905
marknadsproduktion_varo,5,2017,936
marknadsproduktion_varo,5,2018,901
marknadsproduktion_varo,5,2019,887
marknadsproduktion_tjan,5,2008,313
marknadsproduktion_tjan,5,2009,285
marknadsproduktion_tjan,5,2010,310
marknadsproduktion_tjan,5,2011,305
marknadsproduktion_tjan,5,2012,277
marknadsproduktion_tjan,5,2013,267
marknadsproduktion_tjan,5,2014,252
marknadsproduktion_tjan,5,2015,248
marknadsproduktion_tjan,5,2016,208
marknadsproduktion_tjan,5,2017,196
marknadsproduktion_tjan,5,2018,191
marknadsproduktion_tjan,5,2019,192
offentl_mynd,5,2008,29
offentl_mynd,5,2009,29
offentl_mynd,5,2010,29
offentl_mynd,5,2011,27
offentl_mynd,5,2012,28
offentl_mynd,5,2013,26
offentl_mynd,5,2014,24
offentl_mynd,5,2015,22
offentl_mynd,5,2016,22
offentl_mynd,5,2017,21
offentl_mynd,5,2018,18
offentl_mynd,5,2019,19
privat_kons,5,2008,447
privat_kons,5,2009,445
privat_kons,5,2010,432
privat_kons,5,2011,408
privat_kons,5,2012,393
privat_kons,5,2013,388
privat_kons,5,2014,385
privat_kons,5,2015,392
privat_kons,5,2016,381
privat_kons,5,2017,380
privat_kons,5,2018,372
privat_kons,5,2019,359
bransch_ospe,5,2008,
bransch_ospe,5,2009,
bransch_ospe,5,2010,
bransch_ospe,5,2011,
bransch_ospe,5,2012,
bransch_ospe,5,2013,
bransch_ospe,5,2014,
bransch_ospe,5,2015,
bransch_ospe,5,2016,
bransch_ospe,5,2017,
bransch_ospe,5,2018,
bransch_ospe,5,2019,
totalt_tota,6,2008,1022
totalt_tota,6,2009,1002
totalt_tota,6,2010,1033
totalt_tota,6,2011,961
totalt_tota,6,2012,926
totalt_tota,6,2013,881
totalt_tota,6,2014,857
totalt_tota,6,2015,849
totalt_tota,6,2016,834
totalt_tota,6,2017,824
totalt_tota,6,2018,804
totalt_tota,6,2019,786
marknadsproduktion_varo,6,2008,570
marknadsproduktion_varo,6,2009,568
marknadsproduktion_varo,6,2010,596
marknadsproduktion_varo,6,2011,550
marknadsproduktion_varo,6,2012,541
marknadsproduktion_varo,6,2013,507
marknadsproduktion_varo,6,2014,497
marknadsproduktion_varo,6,2015,497
marknadsproduktion_varo,6,2016,494
marknadsproduktion_varo,6,2017,490
marknadsproduktion_varo,6,2018,483
marknadsproduktion_varo,6,2019,473
marknadsproduktion_tjan,6,2008,196
marknadsproduktion_tjan,6,2009,178
marknadsproduktion_tjan,6,2010,187
marknadsproduktion_tjan,6,2011,181
marknadsproduktion_tjan,6,2012,163
marknadsproduktion_tjan,6,2013,155
marknadsproduktion_tjan,6,2014,146
marknadsproduktion_tjan,6,2015,132
marknadsproduktion_tjan,6,2016,126
marknadsproduktion_tjan,6,2017,122
marknadsproduktion_tjan,6,2018,114
marknadsproduktion_tjan,6,2019,111
offentl_mynd,6,2008,14
offentl_mynd,6,2009,13
offentl_mynd,6,2010,14
offentl_mynd,6,2011,13
offentl_mynd,6,2012,13
offentl_mynd,6,2013,12
offentl_mynd,6,2014,11
offentl_mynd,6,2015,11
offentl_mynd,6,2016,11
offentl_mynd,6,2017,11
offentl_mynd,6,2018,9
offentl_mynd,6,2019,10
privat_kons,6,2008,243
privat_kons,6,2009,243
privat_kons,6,2010,236
privat_kons,6,2011,217
privat_kons,6,2012,208
privat_kons,6,2013,207
privat_kons,6,2014,203
privat_kons,6,2015,209
privat_kons,6,2016,203
privat_kons,6,2017,202
privat_kons,6,2018,198
privat_kons,6,2019,192
bransch_ospe,6,2008,
bransch_ospe,6,2009,
bransch_ospe,6,2010,
bransch_ospe,6,2011,
bransch_ospe,6,2012,
bransch_ospe,6,2013,
bransch_ospe,6,2014,
bransch_ospe,6,2015,
bransch_ospe,6,2016,
bransch_ospe,6,2017,
bransch_ospe,6,2018,
bransch_ospe,6,2019,
totalt_tota,7,2008,1986
totalt_tota,7,2009,1870
totalt_tota,7,2010,1980
totalt_tota,7,2011,1932
totalt_tota,7,2012,1884
totalt_tota,7,2013,1743
totalt_tota,7,2014,1776
totalt_tota,7,2015,1715
totalt_tota,7,2016,1676
totalt_tota,7,2017,1688
totalt_tota,7,2018,1624
totalt_tota,7,2019,1400
marknadsproduktion_varo,7,2008,1379
marknadsproduktion_varo,7,2009,1280
marknadsproduktion_varo,7,2010,1389
marknadsproduktion_varo,7,2011,1372
marknadsproduktion_varo,7,2012,1365
marknadsproduktion_varo,7,2013,1240
marknadsproduktion_varo,7,2014,1275
marknadsproduktion_varo,7,2015,1227
marknadsproduktion_varo,7,2016,1212
marknadsproduktion_varo,7,2017,1240
marknadsproduktion_varo,7,2018,1187
marknadsproduktion_varo,7,2019,980
marknadsproduktion_tjan,7,2008,242
marknadsproduktion_tjan,7,2009,226
marknadsproduktion_tjan,7,2010,236
marknadsproduktion_tjan,7,2011,230
marknadsproduktion_tjan,7,2012,200
marknadsproduktion_tjan,7,2013,188
marknadsproduktion_tjan,7,2014,189
marknadsproduktion_tjan,7,2015,173
marknadsproduktion_tjan,7,2016,155
marknadsproduktion_tjan,7,2017,144
marknadsproduktion_tjan,7,2018,145
marknadsproduktion_tjan,7,2019,136
offentl_mynd,7,2008,22
offentl_mynd,7,2009,23
offentl_mynd,7,2010,23
offentl_mynd,7,2011,23
offentl_mynd,7,2012,23
offentl_mynd,7,2013,21
offentl_mynd,7,2014,20
offentl_mynd,7,2015,20
offentl_mynd,7,2016,20
offentl_mynd,7,2017,19
offentl_mynd,7,2018,17
offentl_mynd,7,2019,19
privat_kons,7,2008,342
privat_kons,7,2009,340
privat_kons,7,2010,332
privat_kons,7,2011,307
privat_kons,7,2012,295
privat_kons,7,2013,294
privat_kons,7,2014,292
privat_kons,7,2015,296
privat_kons,7,2016,288
privat_kons,7,2017,284
privat_kons,7,2018,276
privat_kons,7,2019,266
bransch_ospe,7,2008,
bransch_ospe,7,2009,
bransch_ospe,7,2010,
bransch_ospe,7,2011,
bransch_ospe,7,2012,
bransch_ospe,7,2013,
bransch_ospe,7,2014,
bransch_ospe,7,2015,
bransch_ospe,7,2016,
bransch_ospe,7,2017,
bransch_ospe,7,2018,
bransch_ospe,7,2019,
totalt_tota,8,2008,2782
totalt_tota,8,2009,2463
totalt_tota,8,2010,2699
totalt_tota,8,2011,2771
totalt_tota,8,2012,2894
totalt_tota,8,2013,2746
totalt_tota,8,2014,2732
totalt_tota,8,2015,3014
totalt_tota,8,2016,2885
totalt_tota,8,2017,2796
totalt_tota,8,2018,2929
totalt_tota,8,2019,2542
marknadsproduktion_varo,8,2008,2370
marknadsproduktion_varo,8,2009,2056
marknadsproduktion_varo,8,2010,2331
marknadsproduktion_varo,8,2011,2446
marknadsproduktion_varo,8,2012,2588
marknadsproduktion_varo,8,2013,2413
marknadsproduktion_varo,8,2014,2387
marknadsproduktion_varo,8,2015,2660
marknadsproduktion_varo,8,2016,2521
marknadsproduktion_varo,8,2017,2444
marknadsproduktion_varo,8,2018,2566
marknadsproduktion_varo,8,2019,2221
marknadsproduktion_tjan,8,2008,304
marknadsproduktion_tjan,8,2009,297
marknadsproduktion_tjan,8,2010,260
marknadsproduktion_tjan,8,2011,223
marknadsproduktion_tjan,8,2012,208
marknadsproduktion_tjan,8,2013,235
marknadsproduktion_tjan,8,2014,247
marknadsproduktion_tjan,8,2015,254
marknadsproduktion_tjan,8,2016,266
marknadsproduktion_tjan,8,2017,258
marknadsproduktion_tjan,8,2018,269
marknadsproduktion_tjan,8,2019,225
offentl_mynd,8,2008,13
offentl_mynd,8,2009,15
offentl_mynd,8,2010,14
offentl_mynd,8,2011,13
offentl_mynd,8,2012,13
offentl_mynd,8,2013,12
offentl_mynd,8,2014,12
offentl_mynd,8,2015,13
offentl_mynd,8,2016,13
offentl_mynd,8,2017,12
offentl_mynd,8,2018,12
offentl_mynd,8,2019,14
privat_kons,8,2008,95
privat_kons,8,2009,95
privat_kons,8,2010,94
privat_kons,8,2011,88
privat_kons,8,2012,85
privat_kons,8,2013,86
privat_kons,8,2014,86
privat_kons,8,2015,87
privat_kons,8,2016,85
privat_kons,8,2017,82
privat_kons,8,2018,82
privat_kons,8,2019,83
bransch_ospe,8,2008,
bransch_ospe,8,2009,
bransch_ospe,8,2010,
bransch_ospe,8,2011,
bransch_ospe,8,2012,
bransch_ospe,8,2013,
bransch_ospe,8,2014,
bransch_ospe,8,2015,
bransch_ospe,8,2016,
bransch_ospe,8,2017,
bransch_ospe,8,2018,
bransch_ospe,8,2019,
totalt_tota,9,2008,848
totalt_tota,9,2009,858
totalt_tota,9,2010,913
totalt_tota,9,2011,735
totalt_tota,9,2012,717
totalt_tota,9,2013,665
totalt_tota,9,2014,626
totalt_tota,9,2015,630
totalt_tota,9,2016,612
totalt_tota,9,2017,589
totalt_tota,9,2018,599
totalt_tota,9,2019,555
marknadsproduktion_varo,9,2008,464
marknadsproduktion_varo,9,2009,471
marknadsproduktion_varo,9,2010,538
marknadsproduktion_varo,9,2011,382
marknadsproduktion_varo,9,2012,392
marknadsproduktion_varo,9,2013,349
marknadsproduktion_varo,9,2014,307
marknadsproduktion_varo,9,2015,307
marknadsproduktion_varo,9,2016,299
marknadsproduktion_varo,9,2017,287
marknadsproduktion_varo,9,2018,309
marknadsproduktion_varo,9,2019,266
marknadsproduktion_tjan,9,2008,115
marknadsproduktion_tjan,9,2009,104
marknadsproduktion_tjan,9,2010,111
marknadsproduktion_tjan,9,2011,105
marknadsproduktion_tjan,9,2012,89
marknadsproduktion_tjan,9,2013,88
marknadsproduktion_tjan,9,2014,91
marknadsproduktion_tjan,9,2015,86
marknadsproduktion_tjan,9,2016,84
marknadsproduktion_tjan,9,2017,76
marknadsproduktion_tjan,9,2018,74
marknadsproduktion_tjan,9,2019,73
offentl_mynd,9,2008,49
offentl_mynd,9,2009,66
offentl_mynd,9,2010,54
offentl_mynd,9,2011,54
offentl_mynd,9,2012,50
offentl_mynd,9,2013,44
offentl_mynd,9,2014,46
offentl_mynd,9,2015,52
offentl_mynd,9,2016,48
offentl_mynd,9,2017,48
offentl_mynd,9,2018,42
offentl_mynd,9,2019,48
privat_kons,9,2008,219
privat_kons,9,2009,217
privat_kons,9,2010,210
privat_kons,9,2011,194
privat_kons,9,2012,186
privat_kons,9,2013,184
privat_kons,9,2014,181
privat_kons,9,2015,185
privat_kons,9,2016,181
privat_kons,9,2017,178
privat_kons,9,2018,174
privat_kons,9,2019,169
bransch_ospe,9,2008,
bransch_ospe,9,2009,
bransch_ospe,9,2010,
bransch_ospe,9,2011,
bransch_ospe,9,2012,
bransch_ospe,9,2013,
bransch_ospe,9,2014,
bransch_ospe,9,2015,
bransch_ospe,9,2016,
bransch_ospe,9,2017,
bransch_ospe,9,2018,
bransch_ospe,9,2019,
totalt_tota,10,2008,7067
totalt_tota,10,2009,7199
totalt_tota,10,2010,8183
totalt_tota,10,2011,3201
totalt_tota,10,2012,6795
totalt_tota,10,2013,6800
totalt_tota,10,2014,6420
totalt_tota,10,2015,6609
totalt_tota,10,2016,6169
totalt_tota,10,2017,5823
totalt_tota,10,2018,5564
totalt_tota,10,2019,5575
marknadsproduktion_varo,10,2008,3591
marknadsproduktion_varo,10,2009,3871
marknadsproduktion_varo,10,2010,4769
marknadsproduktion_varo,10,2011,
marknadsproduktion_varo,10,2012,3910
marknadsproduktion_varo,10,2013,3898
marknadsproduktion_varo,10,2014,3581
marknadsproduktion_varo,10,2015,3675
marknadsproduktion_varo,10,2016,3556
marknadsproduktion_varo,10,2017,3387
marknadsproduktion_varo,10,2018,3210
marknadsproduktion_varo,10,2019,3253
marknadsproduktion_tjan,10,2008,1895
marknadsproduktion_tjan,10,2009,1753
marknadsproduktion_tjan,10,2010,1877
marknadsproduktion_tjan,10,2011,1774
marknadsproduktion_tjan,10,2012,1509
marknadsproduktion_tjan,10,2013,1558
marknadsproduktion_tjan,10,2014,1509
marknadsproduktion_tjan,10,2015,1586
marknadsproduktion_tjan,10,2016,1292
marknadsproduktion_tjan,10,2017,1132
marknadsproduktion_tjan,10,2018,1081
marknadsproduktion_tjan,10,2019,1060
offentl_mynd,10,2008,125
offentl_mynd,10,2009,123
offentl_mynd,10,2010,127
offentl_mynd,10,2011,110
offentl_mynd,10,2012,111
offentl_mynd,10,2013,96
offentl_mynd,10,2014,92
offentl_mynd,10,2015,87
offentl_mynd,10,2016,85
offentl_mynd,10,2017,79
offentl_mynd,10,2018,71
offentl_mynd,10,2019,88
privat_kons,10,2008,1455
privat_kons,10,2009,1452
privat_kons,10,2010,1410
privat_kons,10,2011,1317
privat_kons,10,2012,1264
privat_kons,10,2013,1247
privat_kons,10,2014,1238
privat_kons,10,2015,1261
privat_kons,10,2016,1236
privat_kons,10,2017,1225
privat_kons,10,2018,1202
privat_kons,10,2019,1174
bransch_ospe,10,2008,
bransch_ospe,10,2009,
bransch_ospe,10,2010,
bransch_ospe,10,2011,
bransch_ospe,10,2012,
bransch_ospe,10,2013,
bransch_ospe,10,2014,
bransch_ospe,10,2015,
bransch_ospe,10,2016,
bransch_ospe,10,2017,
bransch_ospe,10,2018,
bransch_ospe,10,2019,
totalt_tota,11,2008,1837
totalt_tota,11,2009,1753
totalt_tota,11,2010,1779
totalt_tota,11,2011,1689
totalt_tota,11,2012,1587
totalt_tota,11,2013,1404
totalt_tota,11,2014,1417
totalt_tota,11,2015,1398
totalt_tota,11,2016,1368
totalt_tota,11,2017,1353
totalt_tota,11,2018,1297
totalt_tota,11,2019,1304
marknadsproduktion_varo,11,2008,1088
marknadsproduktion_varo,11,2009,1026
marknadsproduktion_varo,11,2010,1039
marknadsproduktion_varo,11,2011,987
marknadsproduktion_varo,11,2012,937
marknadsproduktion_varo,11,2013,776
marknadsproduktion_varo,11,2014,805
marknadsproduktion_varo,11,2015,792
marknadsproduktion_varo,11,2016,788
marknadsproduktion_varo,11,2017,798
marknadsproduktion_varo,11,2018,757
marknadsproduktion_varo,11,2019,770
marknadsproduktion_tjan,11,2008,301
marknadsproduktion_tjan,11,2009,280
marknadsproduktion_tjan,11,2010,300
marknadsproduktion_tjan,11,2011,293
marknadsproduktion_tjan,11,2012,254
marknadsproduktion_tjan,11,2013,242
marknadsproduktion_tjan,11,2014,233
marknadsproduktion_tjan,11,2015,221
marknadsproduktion_tjan,11,2016,206
marknadsproduktion_tjan,11,2017,186
marknadsproduktion_tjan,11,2018,180
marknadsproduktion_tjan,11,2019,179
offentl_mynd,11,2008,33
offentl_mynd,11,2009,33
offentl_mynd,11,2010,35
offentl_mynd,11,2011,31
offentl_mynd,11,2012,30
offentl_mynd,11,2013,26
offentl_mynd,11,2014,25
offentl_mynd,11,2015,24
offentl_mynd,11,2016,24
offentl_mynd,11,2017,22
offentl_mynd,11,2018,20
offentl_mynd,11,2019,24
privat_kons,11,2008,415
privat_kons,11,2009,414
privat_kons,11,2010,405
privat_kons,11,2011,379
privat_kons,11,2012,365
privat_kons,11,2013,360
privat_kons,11,2014,355
privat_kons,11,2015,361
privat_kons,11,2016,350
privat_kons,11,2017,347
privat_kons,11,2018,340
privat_kons,11,2019,331
bransch_ospe,11,2008,
bransch_ospe,11,2009,
bransch_ospe,11,2010,
bransch_ospe,11,2011,
bransch_ospe,11,2012,
bransch_ospe,11,2013,
bransch_ospe,11,2014,
bransch_ospe,11,2015,
bransch_ospe,11,2016,
bransch_ospe,11,2017,
bransch_ospe,11,2018,
bransch_ospe,11,2019,
totalt_tota,12,2008,13997
totalt_tota,12,2009,13224
totalt_tota,12,2010,14002
totalt_tota,12,2011,12336
totalt_tota,12,2012,11588
totalt_tota,12,2013,11407
totalt_tota,12,2014,11252
totalt_tota,12,2015,11833
totalt_tota,12,2016,12164
totalt_tota,12,2017,11667
totalt_tota,12,2018,11486
totalt_tota,12,2019,11088
marknadsproduktion_varo,12,2008,7790
marknadsproduktion_varo,12,2009,7426
marknadsproduktion_varo,12,2010,8144
marknadsproduktion_varo,12,2011,7460
marknadsproduktion_varo,12,2012,7365
marknadsproduktion_varo,12,2013,6976
marknadsproduktion_varo,12,2014,6798
marknadsproduktion_varo,12,2015,6816
marknadsproduktion_varo,12,2016,6953
marknadsproduktion_varo,12,2017,6850
marknadsproduktion_varo,12,2018,7126
marknadsproduktion_varo,12,2019,6784
marknadsproduktion_tjan,12,2008,4128
marknadsproduktion_tjan,12,2009,3713
marknadsproduktion_tjan,12,2010,3829
marknadsproduktion_tjan,12,2011,2970
marknadsproduktion_tjan,12,2012,2380
marknadsproduktion_tjan,12,2013,2632
marknadsproduktion_tjan,12,2014,2686
marknadsproduktion_tjan,12,2015,3220
marknadsproduktion_tjan,12,2016,3462
marknadsproduktion_tjan,12,2017,3097
marknadsproduktion_tjan,12,2018,2695
marknadsproduktion_tjan,12,2019,2682
offentl_mynd,12,2008,153
offentl_mynd,12,2009,168
offentl_mynd,12,2010,159
offentl_mynd,12,2011,149
offentl_mynd,12,2012,148
offentl_mynd,12,2013,132
offentl_mynd,12,2014,131
offentl_mynd,12,2015,133
offentl_mynd,12,2016,129
offentl_mynd,12,2017,126
offentl_mynd,12,2018,111
offentl_mynd,12,2019,125
privat_kons,12,2008,1926
privat_kons,12,2009,1918
privat_kons,12,2010,1871
privat_kons,12,2011,1757
privat_kons,12,2012,1695
privat_kons,12,2013,1668
privat_kons,12,2014,1637
privat_kons,12,2015,1664
privat_kons,12,2016,1619
privat_kons,12,2017,1594
privat_kons,12,2018,1553
privat_kons,12,2019,1497
bransch_ospe,12,2008,
bransch_ospe,12,2009,
bransch_ospe,12,2010,
bransch_ospe,12,2011,
bransch_ospe,12,2012,
bransch_ospe,12,2013,
bransch_ospe,12,2014,
bransch_ospe,12,2015,
bransch_ospe,12,2016,
bransch_ospe,12,2017,
bransch_ospe,12,2018,
bransch_ospe,12,2019,
