sni_id,lan,year,forv_tot_bio
totalt_tota,7,2014,14075.155
totalt_tota,7,2015,14115.915
totalt_tota,7,2016,13858.151
totalt_tota,7,2017,14147.771
totalt_tota,7,2018,13757.034
totalt_tota,7,2019,13912.491
marknadsproduktion_varo,7,2008,13453.74
marknadsproduktion_varo,7,2009,13090.84
marknadsproduktion_varo,7,2010,13542
marknadsproduktion_varo,7,2011,14176.22
marknadsproduktion_varo,7,2012,13881.08
marknadsproduktion_varo,7,2013,13622.29
marknadsproduktion_varo,7,2014,13822.95
marknadsproduktion_varo,7,2015,13858.26
marknadsproduktion_varo,7,2016,13583.09
marknadsproduktion_varo,7,2017,13867.85
marknadsproduktion_varo,7,2018,13481.53
marknadsproduktion_varo,7,2019,13656
marknadsproduktion_tjan,7,2008,207.743
marknadsproduktion_tjan,7,2009,204.667
marknadsproduktion_tjan,7,2010,217.428
marknadsproduktion_tjan,7,2011,219.1
marknadsproduktion_tjan,7,2012,226.63
marknadsproduktion_tjan,7,2013,249.518
marknadsproduktion_tjan,7,2014,252.205
marknadsproduktion_tjan,7,2015,257.655
marknadsproduktion_tjan,7,2016,275.061
marknadsproduktion_tjan,7,2017,279.921
marknadsproduktion_tjan,7,2018,275.504
marknadsproduktion_tjan,7,2019,256.491
offentl_mynd,7,2008,0
offentl_mynd,7,2009,0
offentl_mynd,7,2010,0
offentl_mynd,7,2011,0
offentl_mynd,7,2012,0
offentl_mynd,7,2013,0
offentl_mynd,7,2014,0
offentl_mynd,7,2015,0
offentl_mynd,7,2016,0
offentl_mynd,7,2017,0
offentl_mynd,7,2018,0
offentl_mynd,7,2019,0
privat_kons,7,2008,
privat_kons,7,2009,
privat_kons,7,2010,
privat_kons,7,2011,
privat_kons,7,2012,
privat_kons,7,2013,
privat_kons,7,2014,
privat_kons,7,2015,
privat_kons,7,2016,
privat_kons,7,2017,
privat_kons,7,2018,
privat_kons,7,2019,
bransch_ospe,7,2008,0
bransch_ospe,7,2009,0
bransch_ospe,7,2010,0
bransch_ospe,7,2011,0
bransch_ospe,7,2012,0
bransch_ospe,7,2013,0
bransch_ospe,7,2014,0
bransch_ospe,7,2015,0
bransch_ospe,7,2016,0
bransch_ospe,7,2017,0
bransch_ospe,7,2018,0
bransch_ospe,7,2019,0
totalt_tota,8,2008,2835.66
totalt_tota,8,2009,2852.899
totalt_tota,8,2010,3013.004
totalt_tota,8,2011,3188.748
totalt_tota,8,2012,3227.816
totalt_tota,8,2013,3191.734
totalt_tota,8,2014,3178.18
totalt_tota,8,2015,3116.837
totalt_tota,8,2016,3135.949
totalt_tota,8,2017,3150.447
totalt_tota,8,2018,3119.898
totalt_tota,8,2019,2961.469
marknadsproduktion_varo,8,2008,2760.23
marknadsproduktion_varo,8,2009,2778.02
marknadsproduktion_varo,8,2010,2934.32
marknadsproduktion_varo,8,2011,3111.46
marknadsproduktion_varo,8,2012,3153.89
marknadsproduktion_varo,8,2013,3114.86
marknadsproduktion_varo,8,2014,3098.84
marknadsproduktion_varo,8,2015,3035.75
marknadsproduktion_varo,8,2016,3055.22
marknadsproduktion_varo,8,2017,3070.34
marknadsproduktion_varo,8,2018,3039.02
marknadsproduktion_varo,8,2019,2882.18
marknadsproduktion_tjan,8,2008,75.43
marknadsproduktion_tjan,8,2009,74.879
marknadsproduktion_tjan,8,2010,78.684
marknadsproduktion_tjan,8,2011,77.288
marknadsproduktion_tjan,8,2012,73.926
marknadsproduktion_tjan,8,2013,76.874
marknadsproduktion_tjan,8,2014,79.34
marknadsproduktion_tjan,8,2015,81.087
marknadsproduktion_tjan,8,2016,80.729
marknadsproduktion_tjan,8,2017,80.107
marknadsproduktion_tjan,8,2018,80.878
marknadsproduktion_tjan,8,2019,79.289
offentl_mynd,8,2008,0
offentl_mynd,8,2009,0
offentl_mynd,8,2010,0
offentl_mynd,8,2011,0
offentl_mynd,8,2012,0
offentl_mynd,8,2013,0
offentl_mynd,8,2014,0
offentl_mynd,8,2015,0
offentl_mynd,8,2016,0
offentl_mynd,8,2017,0
offentl_mynd,8,2018,0
offentl_mynd,8,2019,0
privat_kons,8,2008,
privat_kons,8,2009,
privat_kons,8,2010,
privat_kons,8,2011,
privat_kons,8,2012,
privat_kons,8,2013,
privat_kons,8,2014,
privat_kons,8,2015,
privat_kons,8,2016,
privat_kons,8,2017,
privat_kons,8,2018,
privat_kons,8,2019,
bransch_ospe,8,2008,0
bransch_ospe,8,2009,0
bransch_ospe,8,2010,0
bransch_ospe,8,2011,0
bransch_ospe,8,2012,0
bransch_ospe,8,2013,0
bransch_ospe,8,2014,0
bransch_ospe,8,2015,0
bransch_ospe,8,2016,0
bransch_ospe,8,2017,0
bransch_ospe,8,2018,0
bransch_ospe,8,2019,0
totalt_tota,9,2008,6037.668
totalt_tota,9,2009,5879.354
totalt_tota,9,2010,6003.004
totalt_tota,9,2011,6236.847
totalt_tota,9,2012,5943.846
totalt_tota,9,2013,5811.625
totalt_tota,9,2014,5744.332
totalt_tota,9,2015,5625.978
totalt_tota,9,2016,5672.111
totalt_tota,9,2017,5658.952
totalt_tota,9,2018,5428.695
totalt_tota,9,2019,5497.325
marknadsproduktion_varo,9,2008,5895.93
marknadsproduktion_varo,9,2009,5735.56
marknadsproduktion_varo,9,2010,5860.82
marknadsproduktion_varo,9,2011,6088.41
marknadsproduktion_varo,9,2012,5777.92
marknadsproduktion_varo,9,2013,5651.54
marknadsproduktion_varo,9,2014,5585.44
marknadsproduktion_varo,9,2015,5459.71
marknadsproduktion_varo,9,2016,5492.12
marknadsproduktion_varo,9,2017,5474.08
marknadsproduktion_varo,9,2018,5246.48
marknadsproduktion_varo,9,2019,5326.98
marknadsproduktion_tjan,9,2008,141.738
marknadsproduktion_tjan,9,2009,143.794
marknadsproduktion_tjan,9,2010,142.184
marknadsproduktion_tjan,9,2011,148.437
marknadsproduktion_tjan,9,2012,165.926
marknadsproduktion_tjan,9,2013,160.085
marknadsproduktion_tjan,9,2014,158.892
marknadsproduktion_tjan,9,2015,166.268
marknadsproduktion_tjan,9,2016,179.991
marknadsproduktion_tjan,9,2017,184.872
marknadsproduktion_tjan,9,2018,182.215
marknadsproduktion_tjan,9,2019,170.345
offentl_mynd,9,2008,0
offentl_mynd,9,2009,0
offentl_mynd,9,2010,0
offentl_mynd,9,2011,0
offentl_mynd,9,2012,0
offentl_mynd,9,2013,0
offentl_mynd,9,2014,0
offentl_mynd,9,2015,0
offentl_mynd,9,2016,0
offentl_mynd,9,2017,0
offentl_mynd,9,2018,0
offentl_mynd,9,2019,0
privat_kons,9,2008,
privat_kons,9,2009,
privat_kons,9,2010,
privat_kons,9,2011,
privat_kons,9,2012,
privat_kons,9,2013,
privat_kons,9,2014,
privat_kons,9,2015,
privat_kons,9,2016,
privat_kons,9,2017,
privat_kons,9,2018,
privat_kons,9,2019,
bransch_ospe,9,2008,0
bransch_ospe,9,2009,0
bransch_ospe,9,2010,0
bransch_ospe,9,2011,0
bransch_ospe,9,2012,0
bransch_ospe,9,2013,0
bransch_ospe,9,2014,0
bransch_ospe,9,2015,0
bransch_ospe,9,2016,0
bransch_ospe,9,2017,0
bransch_ospe,9,2018,0
bransch_ospe,9,2019,0
totalt_tota,10,2008,48189.237
totalt_tota,10,2009,46014.581
totalt_tota,10,2010,45967.289
totalt_tota,10,2011,46294.875
totalt_tota,10,2012,45653.667
totalt_tota,10,2013,43992.993
totalt_tota,10,2014,44554.798
totalt_tota,10,2015,43566.555
totalt_tota,10,2016,43629.503
totalt_tota,10,2017,43738.624
totalt_tota,10,2018,43143.527
totalt_tota,10,2019,43913.61
marknadsproduktion_varo,10,2008,46889.02
marknadsproduktion_varo,10,2009,44724.24
marknadsproduktion_varo,10,2010,44577.5
marknadsproduktion_varo,10,2011,44864.57
marknadsproduktion_varo,10,2012,44165.4
marknadsproduktion_varo,10,2013,42495.54
marknadsproduktion_varo,10,2014,43040.18
marknadsproduktion_varo,10,2015,41983.65
marknadsproduktion_varo,10,2016,42005.41
marknadsproduktion_varo,10,2017,42087.89
marknadsproduktion_varo,10,2018,41470.43
marknadsproduktion_varo,10,2019,42122.48
marknadsproduktion_tjan,10,2008,1300.217
marknadsproduktion_tjan,10,2009,1290.341
marknadsproduktion_tjan,10,2010,1389.789
marknadsproduktion_tjan,10,2011,1430.305
marknadsproduktion_tjan,10,2012,1488.267
marknadsproduktion_tjan,10,2013,1497.453
marknadsproduktion_tjan,10,2014,1514.618
marknadsproduktion_tjan,10,2015,1582.905
marknadsproduktion_tjan,10,2016,1624.093
marknadsproduktion_tjan,10,2017,1650.734
marknadsproduktion_tjan,10,2018,1673.097
marknadsproduktion_tjan,10,2019,1791.13
offentl_mynd,10,2008,0
offentl_mynd,10,2009,0
offentl_mynd,10,2010,0
offentl_mynd,10,2011,0
offentl_mynd,10,2012,0
offentl_mynd,10,2013,0
offentl_mynd,10,2014,0
offentl_mynd,10,2015,0
offentl_mynd,10,2016,0
offentl_mynd,10,2017,0
offentl_mynd,10,2018,0
offentl_mynd,10,2019,0
privat_kons,10,2008,
privat_kons,10,2009,
privat_kons,10,2010,
privat_kons,10,2011,
privat_kons,10,2012,
privat_kons,10,2013,
privat_kons,10,2014,
privat_kons,10,2015,
privat_kons,10,2016,
privat_kons,10,2017,
privat_kons,10,2018,
privat_kons,10,2019,
bransch_ospe,10,2008,0
bransch_ospe,10,2009,0
bransch_ospe,10,2010,0
bransch_ospe,10,2011,0
bransch_ospe,10,2012,0
bransch_ospe,10,2013,0
bransch_ospe,10,2014,0
bransch_ospe,10,2015,0
bransch_ospe,10,2016,0
bransch_ospe,10,2017,0
bransch_ospe,10,2018,0
bransch_ospe,10,2019,0
totalt_tota,11,2008,14586.701
totalt_tota,11,2009,14280.906
totalt_tota,11,2010,14451.848
totalt_tota,11,2011,15181.406
totalt_tota,11,2012,14864.246
totalt_tota,11,2013,14209.369
totalt_tota,11,2014,13947.537
totalt_tota,11,2015,14151.249
totalt_tota,11,2016,14280.215
totalt_tota,11,2017,14481.783
totalt_tota,11,2018,14161.418
totalt_tota,11,2019,14372.822
marknadsproduktion_varo,11,2008,14330.34
marknadsproduktion_varo,11,2009,14031.99
marknadsproduktion_varo,11,2010,14176.62
marknadsproduktion_varo,11,2011,14886.76
marknadsproduktion_varo,11,2012,14560.21
marknadsproduktion_varo,11,2013,13897.7
marknadsproduktion_varo,11,2014,13625.5
marknadsproduktion_varo,11,2015,13825.05
marknadsproduktion_varo,11,2016,13948.65
marknadsproduktion_varo,11,2017,14127.93
marknadsproduktion_varo,11,2018,13807.68
marknadsproduktion_varo,11,2019,13996.37
marknadsproduktion_tjan,11,2008,256.361
marknadsproduktion_tjan,11,2009,248.916
marknadsproduktion_tjan,11,2010,275.228
marknadsproduktion_tjan,11,2011,294.646
marknadsproduktion_tjan,11,2012,304.036
marknadsproduktion_tjan,11,2013,311.669
marknadsproduktion_tjan,11,2014,322.037
marknadsproduktion_tjan,11,2015,326.199
marknadsproduktion_tjan,11,2016,331.565
marknadsproduktion_tjan,11,2017,353.853
marknadsproduktion_tjan,11,2018,353.738
marknadsproduktion_tjan,11,2019,376.452
offentl_mynd,11,2008,0
offentl_mynd,11,2009,0
offentl_mynd,11,2010,0
offentl_mynd,11,2011,0
offentl_mynd,11,2012,0
offentl_mynd,11,2013,0
offentl_mynd,11,2014,0
offentl_mynd,11,2015,0
offentl_mynd,11,2016,0
offentl_mynd,11,2017,0
offentl_mynd,11,2018,0
offentl_mynd,11,2019,0
privat_kons,11,2008,
privat_kons,11,2009,
privat_kons,11,2010,
privat_kons,11,2011,
privat_kons,11,2012,
privat_kons,11,2013,
privat_kons,11,2014,
privat_kons,11,2015,
privat_kons,11,2016,
privat_kons,11,2017,
privat_kons,11,2018,
privat_kons,11,2019,
bransch_ospe,11,2008,0
bransch_ospe,11,2009,0
bransch_ospe,11,2010,0
bransch_ospe,11,2011,0
bransch_ospe,11,2012,0
bransch_ospe,11,2013,0
bransch_ospe,11,2014,0
bransch_ospe,11,2015,0
bransch_ospe,11,2016,0
bransch_ospe,11,2017,0
bransch_ospe,11,2018,0
bransch_ospe,11,2019,0
totalt_tota,12,2008,55213.545
totalt_tota,12,2009,53067.522
totalt_tota,12,2010,54798.742
totalt_tota,12,2011,56743.953
totalt_tota,12,2012,56395.216
totalt_tota,12,2013,54634.275
totalt_tota,12,2014,54101.482
totalt_tota,12,2015,54005.755
totalt_tota,12,2016,54494.852
totalt_tota,12,2017,54542.068
totalt_tota,12,2018,53884.282
totalt_tota,12,2019,55044.076
marknadsproduktion_varo,12,2008,53378.52
marknadsproduktion_varo,12,2009,51331.73
marknadsproduktion_varo,12,2010,52898.31
marknadsproduktion_varo,12,2011,54748.31
marknadsproduktion_varo,12,2012,54295.92
marknadsproduktion_varo,12,2013,52522.28
