sni_id,lan,year,ant_ny
arkitekt_tekn,1,2023,763
arkitekt_tekn,1,2022,831
arkitekt_tekn,1,2021,859
arkitekt_tekn,1,2020,858
arkitekt_tekn,1,2019,765
arkitekt_tekn,1,2018,842
arkitekt_tekn,1,2017,835
arkitekt_tekn,1,2016,876
arkitekt_tekn,1,2015,779
arkitekt_tekn,1,2014,812
arkitekt_tekn,1,2013,844
arkitekt_tekn,1,2012,831
arkitekt_tekn,1,2011,834
reklam_mark,1,2023,405
reklam_mark,1,2022,358
reklam_mark,1,2021,391
reklam_mark,1,2020,406
reklam_mark,1,2019,324
reklam_mark,1,2018,339
reklam_mark,1,2017,322
reklam_mark,1,2016,393
reklam_mark,1,2015,375
reklam_mark,1,2014,417
reklam_mark,1,2013,387
reklam_mark,1,2012,412
reklam_mark,1,2011,467
annan_spec,1,2023,815
annan_spec,1,2022,875
annan_spec,1,2021,947
annan_spec,1,2020,921
annan_spec,1,2019,908
annan_spec,1,2018,973
annan_spec,1,2017,1030
annan_spec,1,2016,1123
annan_spec,1,2015,1052
annan_spec,1,2014,1078
annan_spec,1,2013,1106
annan_spec,1,2012,1210
annan_spec,1,2011,1252
uthyrning_avf,1,2023,1127
uthyrning_avf,1,2022,1165
uthyrning_avf,1,2021,1207
uthyrning_avf,1,2020,1176
uthyrning_avf,1,2019,1116
uthyrning_avf,1,2018,1117
uthyrning_avf,1,2017,1120
uthyrning_avf,1,2016,1291
uthyrning_avf,1,2015,1208
uthyrning_avf,1,2014,1294
uthyrning_avf,1,2013,1277
uthyrning_avf,1,2012,1344
uthyrning_avf,1,2011,1509
utbildning,1,2023,729
utbildning,1,2022,759
utbildning,1,2021,905
utbildning,1,2020,893
utbildning,1,2019,803
utbildning,1,2018,837
utbildning,1,2017,846
utbildning,1,2016,887
utbildning,1,2015,891
utbildning,1,2014,907
utbildning,1,2013,864
utbildning,1,2012,866
utbildning,1,2011,898
vard_om,1,2023,819
vard_om,1,2022,829
vard_om,1,2021,786
vard_om,1,2020,863
vard_om,1,2019,722
vard_om,1,2018,890
vard_om,1,2017,903
vard_om,1,2016,1197
vard_om,1,2015,1186
vard_om,1,2014,945
vard_om,1,2013,881
vard_om,1,2012,932
vard_om,1,2011,881
kultur_noje,1,2023,1220
kultur_noje,1,2022,1366
kultur_noje,1,2021,1261
kultur_noje,1,2020,1156
kultur_noje,1,2019,1319
kultur_noje,1,2018,1408
kultur_noje,1,2017,1417
kultur_noje,1,2016,1472
kultur_noje,1,2015,1438
kultur_noje,1,2014,1521
kultur_noje,1,2013,1507
kultur_noje,1,2012,1574
kultur_noje,1,2011,1653
annan_serv,1,2023,1127
annan_serv,1,2022,1174
annan_serv,1,2021,1476
annan_serv,1,2020,1449
annan_serv,1,2019,1361
annan_serv,1,2018,1335
annan_serv,1,2017,1230
annan_serv,1,2016,1366
annan_serv,1,2015,1318
annan_serv,1,2014,1425
annan_serv,1,2013,1393
annan_serv,1,2012,1419
annan_serv,1,2011,1444
bransch_ospe,1,2023,248
bransch_ospe,1,2022,223
bransch_ospe,1,2021,253
bransch_ospe,1,2020,282
bransch_ospe,1,2019,310
bransch_ospe,1,2018,420
bransch_ospe,1,2017,402
bransch_ospe,1,2016,448
bransch_ospe,1,2015,362
bransch_ospe,1,2014,443
bransch_ospe,1,2013,386
bransch_ospe,1,2012,352
bransch_ospe,1,2011,402
jord_skog,2,2023,79
jord_skog,2,2022,96
jord_skog,2,2021,105
jord_skog,2,2020,79
jord_skog,2,2019,58
jord_skog,2,2018,81
jord_skog,2,2017,83
jord_skog,2,2016,77
jord_skog,2,2015,93
jord_skog,2,2014,80
jord_skog,2,2013,79
jord_skog,2,2012,70
jord_skog,2,2011,73
tillverkning,2,2023,91
tillverkning,2,2022,104
tillverkning,2,2021,130
tillverkning,2,2020,97
tillverkning,2,2019,94
tillverkning,2,2018,94
tillverkning,2,2017,98
tillverkning,2,2016,109
tillverkning,2,2015,98
tillverkning,2,2014,119
tillverkning,2,2013,93
tillverkning,2,2012,107
tillverkning,2,2011,97
bygg,2,2023,223
bygg,2,2022,270
bygg,2,2021,300
bygg,2,2020,299
bygg,2,2019,225
bygg,2,2018,253
bygg,2,2017,281
bygg,2,2016,297
bygg,2,2015,252
bygg,2,2014,267
bygg,2,2013,245
bygg,2,2012,308
bygg,2,2011,326
handel_med,2,2023,72
handel_med,2,2022,63
handel_med,2,2021,84
handel_med,2,2020,71
handel_med,2,2019,61
handel_med,2,2018,80
handel_med,2,2017,51
handel_med,2,2016,68
handel_med,2,2015,62
handel_med,2,2014,49
handel_med,2,2013,59
handel_med,2,2012,64
handel_med,2,2011,53
parti_prov,2,2023,46
parti_prov,2,2022,48
parti_prov,2,2021,78
parti_prov,2,2020,95
parti_prov,2,2019,58
parti_prov,2,2018,73
parti_prov,2,2017,78
parti_prov,2,2016,74
parti_prov,2,2015,68
parti_prov,2,2014,108
parti_prov,2,2013,95
parti_prov,2,2012,102
parti_prov,2,2011,121
detaljhandel_ut_mot,2,2023,261
detaljhandel_ut_mot,2,2022,244
detaljhandel_ut_mot,2,2021,248
detaljhandel_ut_mot,2,2020,233
detaljhandel_ut_mot,2,2019,152
detaljhandel_ut_mot,2,2018,145
detaljhandel_ut_mot,2,2017,193
detaljhandel_ut_mot,2,2016,171
detaljhandel_ut_mot,2,2015,185
detaljhandel_ut_mot,2,2014,193
detaljhandel_ut_mot,2,2013,176
detaljhandel_ut_mot,2,2012,182
detaljhandel_ut_mot,2,2011,194
transport_mag,2,2023,83
transport_mag,2,2022,78
transport_mag,2,2021,113
transport_mag,2,2020,84
transport_mag,2,2019,50
transport_mag,2,2018,64
transport_mag,2,2017,62
transport_mag,2,2016,65
transport_mag,2,2015,60
transport_mag,2,2014,53
transport_mag,2,2013,51
transport_mag,2,2012,49
transport_mag,2,2011,66
hotell_logi,2,2023,6
hotell_logi,2,2022,0
hotell_logi,2,2021,4
hotell_logi,2,2020,11
hotell_logi,2,2019,7
hotell_logi,2,2018,0
hotell_logi,2,2017,0
hotell_logi,2,2016,3
hotell_logi,2,2015,3
hotell_logi,2,2014,6
hotell_logi,2,2013,3
hotell_logi,2,2012,3
hotell_logi,2,2011,7
restaurang_cate,2,2023,62
restaurang_cate,2,2022,86
restaurang_cate,2,2021,71
restaurang_cate,2,2020,73
restaurang_cate,2,2019,77
restaurang_cate,2,2018,86
restaurang_cate,2,2017,85
restaurang_cate,2,2016,75
restaurang_cate,2,2015,69
restaurang_cate,2,2014,88
restaurang_cate,2,2013,76
restaurang_cate,2,2012,74
restaurang_cate,2,2011,78
forlag_radi,2,2023,68
forlag_radi,2,2022,81
forlag_radi,2,2021,79
forlag_radi,2,2020,65
forlag_radi,2,2019,62
forlag_radi,2,2018,43
forlag_radi,2,2017,72
forlag_radi,2,2016,57
forlag_radi,2,2015,61
forlag_radi,2,2014,53
forlag_radi,2,2013,73
forlag_radi,2,2012,55
forlag_radi,2,2011,61
dataprogrammering_data,2,2023,130
dataprogrammering_data,2,2022,137
dataprogrammering_data,2,2021,145
dataprogrammering_data,2,2020,139
dataprogrammering_data,2,2019,141
dataprogrammering_data,2,2018,124
dataprogrammering_data,2,2017,142
dataprogrammering_data,2,2016,138
dataprogrammering_data,2,2015,137
dataprogrammering_data,2,2014,142
dataprogrammering_data,2,2013,138
dataprogrammering_data,2,2012,132
dataprogrammering_data,2,2011,175
finans_fors,2,2023,111
finans_fors,2,2022,174
finans_fors,2,2021,146
finans_fors,2,2020,146
finans_fors,2,2019,111
finans_fors,2,2018,102
finans_fors,2,2017,137
finans_fors,2,2016,176
finans_fors,2,2015,161
finans_fors,2,2014,123
finans_fors,2,2013,118
finans_fors,2,2012,120
finans_fors,2,2011,104
juridisk_ek,2,2023,205
juridisk_ek,2,2022,243
juridisk_ek,2,2021,253
juridisk_ek,2,2020,259
juridisk_ek,2,2019,238
juridisk_ek,2,2018,231
juridisk_ek,2,2017,226
juridisk_ek,2,2016,260
juridisk_ek,2,2015,221
juridisk_ek,2,2014,248
juridisk_ek,2,2013,230
juridisk_ek,2,2012,211
juridisk_ek,2,2011,249
arkitekt_tekn,2,2023,115
arkitekt_tekn,2,2022,158
arkitekt_tekn,2,2021,126
arkitekt_tekn,2,2020,153
arkitekt_tekn,2,2019,121
arkitekt_tekn,2,2018,126
arkitekt_tekn,2,2017,134
arkitekt_tekn,2,2016,122
arkitekt_tekn,2,2015,132
arkitekt_tekn,2,2014,125
arkitekt_tekn,2,2013,148
arkitekt_tekn,2,2012,127
arkitekt_tekn,2,2011,133
reklam_mark,2,2023,40
reklam_mark,2,2022,36
reklam_mark,2,2021,26
reklam_mark,2,2020,24
reklam_mark,2,2019,28
reklam_mark,2,2018,25
reklam_mark,2,2017,23
reklam_mark,2,2016,32
reklam_mark,2,2015,19
reklam_mark,2,2014,26
reklam_mark,2,2013,25
reklam_mark,2,2012,27
reklam_mark,2,2011,27
annan_spec,2,2023,99
annan_spec,2,2022,97
annan_spec,2,2021,104
annan_spec,2,2020,96
annan_spec,2,2019,99
annan_spec,2,2018,102
annan_spec,2,2017,94
annan_spec,2,2016,110
annan_spec,2,2015,118
annan_spec,2,2014,133
annan_spec,2,2013,147
annan_spec,2,2012,134
annan_spec,2,2011,145
uthyrning_avf,2,2023,176
uthyrning_avf,2,2022,117
uthyrning_avf,2,2021,138
uthyrning_avf,2,2020,136
uthyrning_avf,2,2019,149
uthyrning_avf,2,2018,130
uthyrning_avf,2,2017,122
uthyrning_avf,2,2016,121
uthyrning_avf,2,2015,117
uthyrning_avf,2,2014,166
uthyrning_avf,2,2013,144
uthyrning_avf,2,2012,120
uthyrning_avf,2,2011,162
utbildning,2,2023,94
utbildning,2,2022,96
utbildning,2,2021,108
utbildning,2,2020,112
utbildning,2,2019,113
utbildning,2,2018,98
utbildning,2,2017,97
utbildning,2,2016,112
utbildning,2,2015,121
utbildning,2,2014,120
utbildning,2,2013,123
utbildning,2,2012,119
utbildning,2,2011,96
vard_om,2,2023,131
vard_om,2,2022,128
vard_om,2,2021,107
vard_om,2,2020,100
vard_om,2,2019,106
vard_om,2,2018,130
vard_om,2,2017,148
vard_om,2,2016,197
vard_om,2,2015,197
vard_om,2,2014,78
vard_om,2,2013,140
vard_om,2,2012,121
vard_om,2,2011,106
kultur_noje,2,2023,145
kultur_noje,2,2022,187
kultur_noje,2,2021,166
kultur_noje,2,2020,133
kultur_noje,2,2019,134
kultur_noje,2,2018,156
kultur_noje,2,2017,152
kultur_noje,2,2016,167
kultur_noje,2,2015,158
kultur_noje,2,2014,138
kultur_noje,2,2013,178
kultur_noje,2,2012,153
kultur_noje,2,2011,187
annan_serv,2,2023,138
annan_serv,2,2022,145
annan_serv,2,2021,182
annan_serv,2,2020,214
annan_serv,2,2019,177
annan_serv,2,2018,169
annan_serv,2,2017,175
annan_serv,2,2016,167
annan_serv,2,2015,178
annan_serv,2,2014,211
annan_serv,2,2013,168
annan_serv,2,2012,178
annan_serv,2,2011,180
bransch_ospe,2,2023,33
bransch_ospe,2,2022,30
bransch_ospe,2,2021,29
bransch_ospe,2,2020,44
bransch_ospe,2,2019,24
bransch_ospe,2,2018,20
bransch_ospe,2,2017,20
bransch_ospe,2,2016,25
bransch_ospe,2,2015,32
bransch_ospe,2,2014,63
bransch_ospe,2,2013,25
bransch_ospe,2,2012,60
bransch_ospe,2,2011,21
jord_skog,3,2023,62
jord_skog,3,2022,60
jord_skog,3,2021,95
jord_skog,3,2020,65
jord_skog,3,2019,53
jord_skog,3,2018,52
jord_skog,3,2017,54
jord_skog,3,2016,51
jord_skog,3,2015,49
jord_skog,3,2014,54
jord_skog,3,2013,56
jord_skog,3,2012,53
jord_skog,3,2011,48
tillverkning,3,2023,87
tillverkning,3,2022,87
tillverkning,3,2021,91
tillverkning,3,2020,83
tillverkning,3,2019,68
tillverkning,3,2018,80
tillverkning,3,2017,83
tillverkning,3,2016,83
tillverkning,3,2015,87
tillverkning,3,2014,92
tillverkning,3,2013,78
tillverkning,3,2012,69
tillverkning,3,2011,69
bygg,3,2023,191
bygg,3,2022,223
bygg,3,2021,235
bygg,3,2020,230
bygg,3,2019,194
bygg,3,2018,227
bygg,3,2017,231
bygg,3,2016,245
bygg,3,2015,207
bygg,3,2014,246
bygg,3,2013,205
bygg,3,2012,213
bygg,3,2011,253
handel_med,3,2023,53
handel_med,3,2022,61
handel_med,3,2021,61
handel_med,3,2020,83
handel_med,3,2019,63
handel_med,3,2018,64
handel_med,3,2017,44
handel_med,3,2016,78
handel_med,3,2015,44
handel_med,3,2014,60
handel_med,3,2013,62
handel_med,3,2012,40
handel_med,3,2011,46
parti_prov,3,2023,27
parti_prov,3,2022,28
parti_prov,3,2021,54
parti_prov,3,2020,58
parti_prov,3,2019,55
parti_prov,3,2018,39
parti_prov,3,2017,61
parti_prov,3,2016,58
parti_prov,3,2015,56
parti_prov,3,2014,54
parti_prov,3,2013,64
parti_prov,3,2012,76
parti_prov,3,2011,72
detaljhandel_ut_mot,3,2023,176
detaljhandel_ut_mot,3,2022,173
detaljhandel_ut_mot,3,2021,204
detaljhandel_ut_mot,3,2020,156
detaljhandel_ut_mot,3,2019,139
detaljhandel_ut_mot,3,2018,137
detaljhandel_ut_mot,3,2017,141
detaljhandel_ut_mot,3,2016,155
detaljhandel_ut_mot,3,2015,154
detaljhandel_ut_mot,3,2014,159
detaljhandel_ut_mot,3,2013,150
detaljhandel_ut_mot,3,2012,135
detaljhandel_ut_mot,3,2011,156
transport_mag,3,2023,61
transport_mag,3,2022,64
transport_mag,3,2021,68
transport_mag,3,2020,48
transport_mag,3,2019,47
transport_mag,3,2018,38
transport_mag,3,2017,53
transport_mag,3,2016,49
transport_mag,3,2015,41
transport_mag,3,2014,34
transport_mag,3,2013,36
transport_mag,3,2012,39
transport_mag,3,2011,47
hotell_logi,3,2023,3
hotell_logi,3,2022,3
hotell_logi,3,2021,6
hotell_logi,3,2020,0
hotell_logi,3,2019,3
hotell_logi,3,2018,0
hotell_logi,3,2017,3
hotell_logi,3,2016,3
hotell_logi,3,2015,0
hotell_logi,3,2014,7
hotell_logi,3,2013,3
hotell_logi,3,2012,11
hotell_logi,3,2011,0
restaurang_cate,3,2023,48
restaurang_cate,3,2022,64
restaurang_cate,3,2021,85
restaurang_cate,3,2020,70
restaurang_cate,3,2019,67
restaurang_cate,3,2018,65
restaurang_cate,3,2017,68
restaurang_cate,3,2016,80
restaurang_cate,3,2015,88
restaurang_cate,3,2014,66
restaurang_cate,3,2013,72
restaurang_cate,3,2012,90
restaurang_cate,3,2011,67
forlag_radi,3,2023,35
forlag_radi,3,2022,24
forlag_radi,3,2021,41
forlag_radi,3,2020,36
forlag_radi,3,2019,16
forlag_radi,3,2018,15
forlag_radi,3,2017,30
forlag_radi,3,2016,28
forlag_radi,3,2015,27
forlag_radi,3,2014,24
forlag_radi,3,2013,23
forlag_radi,3,2012,35
forlag_radi,3,2011,23
dataprogrammering_data,3,2023,45
dataprogrammering_data,3,2022,55
dataprogrammering_data,3,2021,42
dataprogrammering_data,3,2020,53
dataprogrammering_data,3,2019,42
dataprogrammering_data,3,2018,55
dataprogrammering_data,3,2017,45
dataprogrammering_data,3,2016,47
dataprogrammering_data,3,2015,42
dataprogrammering_data,3,2014,42
dataprogrammering_data,3,2013,57
dataprogrammering_data,3,2012,51
dataprogrammering_data,3,2011,49
finans_fors,3,2023,119
finans_fors,3,2022,130
finans_fors,3,2021,129
finans_fors,3,2020,105
finans_fors,3,2019,102
finans_fors,3,2018,108
finans_fors,3,2017,121
finans_fors,3,2016,147
finans_fors,3,2015,111
finans_fors,3,2014,85
finans_fors,3,2013,102
finans_fors,3,2012,67
finans_fors,3,2011,74
juridisk_ek,3,2023,138
juridisk_ek,3,2022,164
juridisk_ek,3,2021,149
juridisk_ek,3,2020,135
juridisk_ek,3,2019,121
juridisk_ek,3,2018,142
juridisk_ek,3,2017,123
juridisk_ek,3,2016,133
juridisk_ek,3,2015,134
juridisk_ek,3,2014,135
juridisk_ek,3,2013,113
juridisk_ek,3,2012,130
juridisk_ek,3,2011,130
arkitekt_tekn,3,2023,55
arkitekt_tekn,3,2022,72
arkitekt_tekn,3,2021,60
arkitekt_tekn,3,2020,68
arkitekt_tekn,3,2019,55
arkitekt_tekn,3,2018,54
arkitekt_tekn,3,2017,72
arkitekt_tekn,3,2016,72
arkitekt_tekn,3,2015,78
arkitekt_tekn,3,2014,78
arkitekt_tekn,3,2013,76
arkitekt_tekn,3,2012,74
arkitekt_tekn,3,2011,67
reklam_mark,3,2023,21
reklam_mark,3,2022,27
reklam_mark,3,2021,26
reklam_mark,3,2020,19
reklam_mark,3,2019,8
reklam_mark,3,2018,24
reklam_mark,3,2017,13
reklam_mark,3,2016,16
reklam_mark,3,2015,17
reklam_mark,3,2014,22
reklam_mark,3,2013,0
reklam_mark,3,2012,18
reklam_mark,3,2011,15
annan_spec,3,2023,35
annan_spec,3,2022,50
annan_spec,3,2021,58
annan_spec,3,2020,48
annan_spec,3,2019,41
annan_spec,3,2018,59
annan_spec,3,2017,48
annan_spec,3,2016,64
annan_spec,3,2015,74
annan_spec,3,2014,75
annan_spec,3,2013,68
annan_spec,3,2012,51
annan_spec,3,2011,73
uthyrning_avf,3,2023,90
uthyrning_avf,3,2022,95
uthyrning_avf,3,2021,117
uthyrning_avf,3,2020,117
uthyrning_avf,3,2019,83
uthyrning_avf,3,2018,91
uthyrning_avf,3,2017,86
uthyrning_avf,3,2016,103
uthyrning_avf,3,2015,88
uthyrning_avf,3,2014,95
uthyrning_avf,3,2013,78
uthyrning_avf,3,2012,99
uthyrning_avf,3,2011,96
utbildning,3,2023,60
utbildning,3,2022,53
utbildning,3,2021,75
utbildning,3,2020,67
utbildning,3,2019,55
utbildning,3,2018,86
utbildning,3,2017,67
utbildning,3,2016,46
utbildning,3,2015,73
utbildning,3,2014,63
utbildning,3,2013,77
utbildning,3,2012,57
utbildning,3,2011,58
vard_om,3,2023,62
vard_om,3,2022,85
vard_om,3,2021,64
vard_om,3,2020,67
vard_om,3,2019,52
vard_om,3,2018,71
vard_om,3,2017,63
vard_om,3,2016,102
vard_om,3,2015,67
vard_om,3,2014,60
vard_om,3,2013,52
vard_om,3,2012,54
vard_om,3,2011,53
kultur_noje,3,2023,71
kultur_noje,3,2022,83
kultur_noje,3,2021,75
kultur_noje,3,2020,75
kultur_noje,3,2019,90
kultur_noje,3,2018,80
kultur_noje,3,2017,92
kultur_noje,3,2016,83
kultur_noje,3,2015,97
kultur_noje,3,2014,93
kultur_noje,3,2013,100
kultur_noje,3,2012,112
kultur_noje,3,2011,91
annan_serv,3,2023,129
annan_serv,3,2022,122
annan_serv,3,2021,157
annan_serv,3,2020,180
annan_serv,3,2019,160
annan_serv,3,2018,128
annan_serv,3,2017,122
annan_serv,3,2016,153
annan_serv,3,2015,131
annan_serv,3,2014,139
annan_serv,3,2013,146
annan_serv,3,2012,157
annan_serv,3,2011,160
bransch_ospe,3,2023,17
bransch_ospe,3,2022,25
bransch_ospe,3,2021,21
bransch_ospe,3,2020,24
bransch_ospe,3,2019,13
bransch_ospe,3,2018,18
bransch_ospe,3,2017,26
bransch_ospe,3,2016,35
bransch_ospe,3,2015,49
bransch_ospe,3,2014,40
bransch_ospe,3,2013,32
bransch_ospe,3,2012,24
bransch_ospe,3,2011,20
jord_skog,4,2023,96
jord_skog,4,2022,93
jord_skog,4,2021,120
jord_skog,4,2020,107
jord_skog,4,2019,85
jord_skog,4,2018,76
jord_skog,4,2017,84
jord_skog,4,2016,88
jord_skog,4,2015,63
jord_skog,4,2014,92
jord_skog,4,2013,93
jord_skog,4,2012,90
jord_skog,4,2011,93
tillverkning,4,2023,103
tillverkning,4,2022,122
tillverkning,4,2021,144
tillverkning,4,2020,119
tillverkning,4,2019,112
tillverkning,4,2018,109
tillverkning,4,2017,109
tillverkning,4,2016,136
tillverkning,4,2015,127
tillverkning,4,2014,108
tillverkning,4,2013,115
tillverkning,4,2012,122
tillverkning,4,2011,105
bygg,4,2023,203
bygg,4,2022,251
bygg,4,2021,278
bygg,4,2020,267
bygg,4,2019,266
bygg,4,2018,254
bygg,4,2017,236
bygg,4,2016,239
bygg,4,2015,251
bygg,4,2014,232
bygg,4,2013,245
bygg,4,2012,222
bygg,4,2011,296
handel_med,4,2023,78
handel_med,4,2022,72
handel_med,4,2021,90
handel_med,4,2020,83
handel_med,4,2019,73
handel_med,4,2018,63
handel_med,4,2017,46
handel_med,4,2016,76
handel_med,4,2015,83
handel_med,4,2014,65
handel_med,4,2013,58
handel_med,4,2012,57
handel_med,4,2011,75
parti_prov,4,2023,78
parti_prov,4,2022,72
parti_prov,4,2021,73
parti_prov,4,2020,88
parti_prov,4,2019,64
parti_prov,4,2018,74
parti_prov,4,2017,95
parti_prov,4,2016,83
parti_prov,4,2015,105
parti_prov,4,2014,115
parti_prov,4,2013,85
parti_prov,4,2012,125
parti_prov,4,2011,120
detaljhandel_ut_mot,4,2023,300
detaljhandel_ut_mot,4,2022,261
detaljhandel_ut_mot,4,2021,275
detaljhandel_ut_mot,4,2020,253
detaljhandel_ut_mot,4,2019,171
detaljhandel_ut_mot,4,2018,208
detaljhandel_ut_mot,4,2017,193
detaljhandel_ut_mot,4,2016,196
detaljhandel_ut_mot,4,2015,191
detaljhandel_ut_mot,4,2014,234
detaljhandel_ut_mot,4,2013,230
detaljhandel_ut_mot,4,2012,234
detaljhandel_ut_mot,4,2011,229
transport_mag,4,2023,52
transport_mag,4,2022,80
transport_mag,4,2021,93
transport_mag,4,2020,74
transport_mag,4,2019,77
transport_mag,4,2018,60
transport_mag,4,2017,62
transport_mag,4,2016,66
transport_mag,4,2015,54
transport_mag,4,2014,64
transport_mag,4,2013,66
transport_mag,4,2012,65
transport_mag,4,2011,70
hotell_logi,4,2023,12
hotell_logi,4,2022,14
hotell_logi,4,2021,11
hotell_logi,4,2020,0
hotell_logi,4,2019,7
hotell_logi,4,2018,4
hotell_logi,4,2017,7
hotell_logi,4,2016,3
hotell_logi,4,2015,0
hotell_logi,4,2014,6
hotell_logi,4,2013,10
hotell_logi,4,2012,15
hotell_logi,4,2011,8
restaurang_cate,4,2023,81
restaurang_cate,4,2022,57
restaurang_cate,4,2021,86
restaurang_cate,4,2020,88
restaurang_cate,4,2019,90
restaurang_cate,4,2018,102
restaurang_cate,4,2017,87
restaurang_cate,4,2016,89
restaurang_cate,4,2015,96
restaurang_cate,4,2014,86
restaurang_cate,4,2013,72
restaurang_cate,4,2012,77
restaurang_cate,4,2011,75
forlag_radi,4,2023,59
forlag_radi,4,2022,49
forlag_radi,4,2021,80
forlag_radi,4,2020,63
forlag_radi,4,2019,52
forlag_radi,4,2018,55
forlag_radi,4,2017,49
forlag_radi,4,2016,40
forlag_radi,4,2015,51
forlag_radi,4,2014,39
forlag_radi,4,2013,40
forlag_radi,4,2012,45
forlag_radi,4,2011,40
