sni_id,year,vaxt_int
annan_serv,2006,
annan_serv,2007,
annan_serv,2008,0.000198359937395254
annan_serv,2009,
annan_serv,2010,
annan_serv,2011,
annan_serv,2012,
annan_serv,2013,
annan_serv,2014,
annan_serv,2015,
annan_serv,2016,
annan_serv,2017,
annan_serv,2018,
annan_serv,2019,8.99522101590874e-05
annan_serv,2020,
annan_serv,2021,
annan_serv,2022,
annan_serv,2023,
